STUDY_ID,REVIEWERS,INCLUDE,source_type,label,author,year,title,journal,source,volume,start_page,abstract,doi_upd,url_upd,jour_s,num_authors,doi_prv,url_prv
432,drew2,MAYBE,JOUR,Han_2021_LandscapeandUrbanPlanning,"Han, QY and Keeffe, G",2021,Promoting climate-driven forest migration through large-scale urban afforestation,Landscape and Urban Planning,Landscape and Urban Planning,212,104124,"Anthropogenic climate warming is expected to shift the geographical distribution of forest trees worldwide. Urbanization-induced landscape fragmentation represents a considerable impediment to species' range shifts. Large-scale afforestation is often suggested to be an effective measure to mitigate the negative impacts of landscape fragmentation. However, the effectiveness of afforestation on climate-driven forest migration has rarely been evaluated in urban environments. Here, we tested the effectiveness of two common afforestation strategies in promoting the migration of bird-dispersed tree species in Greater Manchester, UK: (A) planting trees in private gardens and roadsides and (B) establishing large woodlands in public lands. A modelling approach combining graph and circuit theory was used to assess the improvement in landscape connectivity after urban afforestation and to analyze how the two strategies promote the process of forest migration under climate change. Our results suggested that planting trees in gardens and streets could improve the spatial patterns of forest migration by forming stepping stones for the movement of birds across the urban matrix; establishing large woodlands in public areas could enhance the probability of forest migration between urban woodlands by providing population hubs. We found that the effectiveness of urban afforestation was strongly influenced by the spatial arrangement of trees and the physical characteristics of local bird species. The study offers new insight into the biodiversity benefits of urban landscapes, encourages tree-planting programs in urban environments, and calls for close cooperation between urban foresters, designers, and managers to cope with the changing climate.",10.1016/j.landurbplan.2021.104124,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111019694&doi=10.1016%2fj.landurbplan.2021.104124&partnerID=40&md5=e119ca5f4776ada97fc24ee94376b943,Landscape and Urban Planning,2,10.1016/j.landurbplan.2021.104124,https://pubag.nal.usda.gov/catalog/7360765; https://www.sciencedirect.com/science/article/pii/S0169204621000876; https://pure.qub.ac.uk/en/publications/promoting-climate-driven-forest-migration-through-large-scale-urb
482,drew2,MAYBE,JOUR,Hanmer_et_al_2022_BirdStudy,"Hanmer, HJ and Dadam, D and Siriwardena, GM",2022,Evidence that rural wintering bird populations supplement suburban breeding populations,Bird Study,Bird Study,69,12,"Capsule: Blue Tits Cyanistes caeruleus and Great Tits Parus major wintering in rural areas tended to move further to breed the following breeding season and more frequently cross the urban-rural boundary, than did those wintering in urban gardens. Aims: To explore and quantify the movements of birds from winter to breeding season locations across the urban-rural ecotone at the boundary of a large urban area. Methods: Birds were colour-ringed at rural and urban/suburban garden ringing sites during the winter. This was followed by breeding season surveys and resighting in the surrounding areas to quantify the movements of colour-ringed birds and changes in habitat selection between seasons. Results: Blue Tits and Great Tits ringed in winter in rural areas tended to move further and selected more urbanized breeding territories the following spring than did urban/suburban garden-ringed conspecifics. This shows that the populations were connected across the urban-rural ecotone by the seasonal movements of individuals, but that net movement was from rural wintering areas to urban breeding habitat. Conclusion: The results suggest that rural populations may not be subsidized by urban wintering birds and winter supplementary feeding, but that the resources in gardens within urban areas, perhaps spring/summer feeding and nestboxes, draw birds in to breed. Combined with independent evidence for lower breeding success in urban areas, this may show the operation of source-sink dynamics. The results suggest important implications for connections between populations, the conservation value of urban areas and potential for the spread of disease, but further work is required to extend evidence and inference to other regions and species. Nevertheless, the approach used here provides a scalable study model that can be applied in other contexts.",10.1080/00063657.2022.2139814,NA,Bird Study,3,10.1080/00063657.2022.2139814,NA
488,drew2,MAYBE,JOUR,Huse_et_al_2016_LandUsePolicy,"Huse, B and Szabo, S and Deak, B and Tothmeresz, B",2016,Mapping an ecological network of green habitat patches and their role in maintaining urban biodiversity in and around Debrecen city (Eastern Hungary),Land Use Policy,Land Use Policy,57,574,"Urbanisation is a leading process on the Globe causing a massive loss of natural habitats. In parallel variety of habitats were created in urban environments, which may also support species diversity. Our aim was to identify urban green areas and their connections with the Regional Ecological Network surrounding the city of Debrecen (East-Hungary), and to explore the biodiversity potential of the network of these parks. We found that whilst industrial areas, airport and mixed land covered a relatively large area, parks and other functional green spaces had a relatively small extent. However the green space system of the city is well connected to the Regional Ecological Network. We also surveyed the functional and potential green spaces in the city and in the studied patches of the Regional Ecological Network in and around the city. We found that 65% of the functional green spaces are potentially connected thus there is a possibility for species typical to semi-natural open habitats to disperse between the green spaces of the city. Based on the survey of the spontaneous flora and planted ornamentals we found that the ratio of native species was high in the studied urban parks. We found that native species were the most typical (>50%) in the spontaneous flora of the studied urban parks, although the ratio of archaeophytes and neophytes were also high. Among ornamental plants, both the proportion of native species and neophytes were considerable in each park, and the proportion of archaeophytes was low. Our results suggest that the studied urban habitats have some biodiversity conservation potential; they mostly harbour species which can cope with the local environmental conditions of the city parks, such as increased temperature, drought and nutrient enrichment. (C) 2016 Elsevier Ltd. All rights reserved.",10.1016/j.landusepol.2016.06.026,https://www.sciencedirect.com/science/article/pii/S0264837716302332; https://dialnet.unirioja.es/servlet/articulo?codigo=5690431; http://www.sciencedirect.com/science/article/pii/S0264837716302332,Land Use Policy,4,10.1016/j.landusepol.2016.06.026,https://www.sciencedirect.com/science/article/pii/S0264837716302332; https://dialnet.unirioja.es/servlet/articulo?codigo=5690431; http://www.sciencedirect.com/science/article/pii/S0264837716302332
490,drew2,MAYBE,JOUR,Denysyk_et_al_2021_VisnykofVNKarazinKharkivNationa,"Denysyk, G and Yatsentyuk, Y and Vorovka, V and Volovyk, V",2021,THE BIOCENTRES OF THE ECOLOGICAL NETWORK OF VINNYTSIA CITY,Visnyk of V N Karazin Kharkiv National University-Series Geology Geography Ecology,Visnyk of V N Karazin Kharkiv National University-Series Geology Geography Ecology,NA,267,"Formulation of the problem. Urban landscapes are distinguished from the surrounding territories by the radical transformation of all components under the influence of anthropogenic factor. Flora and fauna which are one of the most important factors in maintaining the ecological balance of urban landscapes are undergoing the largest changes in cities. Therefore, an urgent problem is the conservation of biota in cities. The solution of this problem involves protection of existing and restoration of degraded habitats of flora and fauna in cities; creation of the necessary migration conditions for the exchange of genetic information. Purpose. The purpose of the article is to identify the peculiarities of flora and fauna, landscape complexes of biocentres of Vinnytsia ecological network. Methods. In order to achieve this purpose, a study of flora and fauna and landscape complexes of the urban territory was conducted; the habitats of rare species of flora and fauna, the areas of occurrence of the associations of the Green Book of Ukraine were revealed; features of quasi-natural areas valuable for the conservation of biodiversity were analyzed. The studies were conducted using the following methods: field research (key, area and route), analytical-cartographic analysis, collecting and processing of statistical information, literary-cartographic, theoretical generalization and systematization of facts, analysis, abstraction, analogy, synthesis. Results. 25 biocentres are singled out in the structure of Vinnytsia local ecological network. They represent all the landscapes of the city: typical forest-steppe and mixed forests; river-beds, floodplains, above-floodplain terraces, slopes and watersheds; forest-steppe woodlands, passage valleys and upland oakery; conditionally natural and anthropogenic. The characteristic features of urban ecological network biocentres are determined by their location within certain types of landscape terrain. Therefore, the floodplain, above-floodplain-terrace, slope, watershed and complex groups of biocentres of Vinnytsia are distinguished. Complex biocentres dominate in areas (70.7%). They cover several types of landscape terrains. But slope and watershed types prevail among them. Large areas (22.8%) are covered by biocentres of the above-floodplain-terrace group. Slope (1.9%) and watershed (1.3%) biocentres are the least common. Biocentres are represented by quasi-natural areas where rare species of living organisms and plant associations are frequently seen. Scientific novelty. For the first time since 2015, after increasing the area of Vinnytsia, local biocentres of the city's ecological network have been singled out. The peculiarities of landscape complexes, flora and fauna of biocentres have been revealed, in particular the list of rare species of flora and fauna has been defined. Practical importance. Distinguished biocentres of Vinnytsia local ecological network will help preserve the biotic and landscape diversity of the city, maintain ecological balance of the city territory.",10.26565/2410-7360-2021-54-20,NA,Visnyk of V N Karazin Kharkiv National University-Series Geology Geography Ecology,4,10.26565/2410-7360-2021-54-20,NA
491,drew2,MAYBE,JOUR,Zeller_et_al_2017_PlosOne,"Zeller, KA and Vickers, TW and Ernest, HB and Boyce, WM",2017,"Multi-level, multi-scale resource selection functions and resistance surfaces for conservation planning: Pumas as a case study",Plos One,Plos One,12,e0179570,"The importance of examining multiple hierarchical levels when modeling resource use for wildlife has been acknowledged for decades. Multi-level resource selection functions have recently been promoted as a method to synthesize resource use across nested organizational levels into a single predictive surface. Analyzing multiple scales of selection within each hierarchical level further strengthens multi-level resource selection functions. We extend this multi-level, multi-scale framework to modeling resistance for wildlife by combining multi-scale resistance surfaces from two data types, genetic and movement. Resistance estimation has typically been conducted with one of these data types, or compared between the two. However, we contend it is not an either/or issue and that resistance may be better-modeled using a combination of resistance surfaces that represent processes at different hierarchical levels. Resistance surfaces estimated from genetic data characterize temporally broad-scale dispersal and successful breeding over generations, whereas resistance surfaces estimated from movement data represent fine-scale travel and contextualized movement decisions. We used telemetry and genetic data from a long-term study on pumas (Puma concolor) in a highly developed landscape in southern California to develop a multilevel, multi-scale resource selection function and a multi-level, multi-scale resistance surface. We used these multi-level, multi-scale surfaces to identify resource use patches and resistant kernel corridors. Across levels, we found puma avoided urban, agricultural areas, and roads and preferred riparian areas and more rugged terrain. For other landscape features, selection differed among levels, as did the scales of selection for each feature. With these results, we developed a conservation plan for one of the most isolated puma populations in the U.S. Our approach captured a wide spectrum of ecological relationships for a population, resulted in effective conservation planning, and can be readily applied to other wildlife species.",10.1371/journal.pone.0179570,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020737980&doi=10.1371%2fjournal.pone.0179570&partnerID=40&md5=2db692dc86312abb859afed7d7cdcd76,Plos One,4,10.1371/journal.pone.0179570,https://www.ncbi.nlm.nih.gov/pubmed/28609466; http://europepmc.org/articles/PMC5469479; https://ucdavis.pure.elsevier.com/en/publications/multi-level-multi-scale-resource-selection-functions-and-resistan; https://www.cabdirect.org/cabdirect/abstract/20173264376; https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0179570&type=printable; https://core.ac.uk/display/149496096; https://dx.plos.org/10.1371/journal.pone.0179570; https://ui.adsabs.harvard.edu/abs/2017PLoSO..1279570Z/abstract; https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179570; https://pubmed.ncbi.nlm.nih.gov/28609466/; https://paperity.org/p/80363435/multi-level-multi-scale-resource-selection-functions-and-resistance-surfaces-for
493,drew2,MAYBE,JOUR,Hill_et_al_2021_DiversityandDistributions,"Hill, MJ and White, JC and Biggs, J and Briers, RA and Gledhill, D and Ledger, ME and Thornhill, I and Wood, PJ and Hassall, C",2021,Local contributions to beta diversity in urban pond networks: Implications for biodiversity conservation and management,Diversity and Distributions,Diversity and Distributions,27,887,"Aim An understanding of how biotic communities are spatially organized is necessary to identify and prioritize habitats within landscape-scale biodiversity conservation. Local contribution to beta diversity (LCBD) identifies individual habitats that make a significant contribution to beta diversity and may have important practical implications, particularly for conservation of habitat networks. In this study, we develop and apply a conservation prioritization approach based on LCBD in aquatic invertebrate communities from 132 ponds. Location Five urban settlements in the UK: Halton, Loughborough, Stockport, Birmingham and Huddersfield. Methods We partition LCBD into richness difference (nestedness: RichDiffLCBD) and species replacement (turnover: ReplLCBD) and identify key environmental variables driving LCBD. We examine LCBD at two scales relevant to conservation planning: within urban settlements and nationally across the UK. Results Significant differences in LCBD values were recorded among the five settlements. In four of the five urban settlements studied, pond sites with the greatest LCBD values typically showed high replacement values. Significant LCBD sites and sites with high taxonomic diversity together supported more of the regional species pool (70%-97%) than sites with high taxonomic diversity alone (54%-94%) or what could be protected by the random selection of sites. LCBD was significantly associated with vegetation shading, surface area, altitude and macrophyte cover. Main conclusions Conservation prioritization that incorporates LCBD and sites with high taxonomic diversity improves the effectiveness of conservation actions within pond habitat networks, ensures sites supporting high biodiversity are protected and provides a method to define a spatial network of protected sites. Identifying new, effective conservation approaches, particularly in urban areas where resources may be scarce and conflicts regarding land use exist, is essential to ensure biodiversity is fully supported, and detrimental anthropogenic effects are reduced.",10.1111/ddi.13239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104424590&doi=10.1111%2fddi.13239&partnerID=40&md5=8b0215abe17427948ed1284118b1fc95,Diversity and Distributions,9,10.1111/ddi.13239,https://eprints.whiterose.ac.uk/170114/; https://research.birmingham.ac.uk/portal/en/publications/local-contributions-to-beta-diversity-in-urban-pond-networks(5dd152db-df78-4a2f-97b1-5ac7958c40c1).html; https://research.birmingham.ac.uk/portal/files/136093293/ddi.13239.pdf; http://researchspace.bathspa.ac.uk/13094/; https://pure.hud.ac.uk/en/publications/local-contributions-to-beta-diversity-in-urban-pond-networks-impl; https://onlinelibrary.wiley.com/doi/pdf/10.1111/ddi.13239; https://onlinelibrary.wiley.com/doi/full/10.1111/ddi.13239
498,drew2,MAYBE,JOUR,Tracey_et_al_2013_EcologicalApplications,"Tracey, JA and Zhu, J and Boydston, E and Lyren, L and Fisher, RN and Crooks, KR",2013,Mapping behavioral landscapes for animal movement: a finite mixture modeling approach,Ecological Applications,Ecological Applications,23,654,"Because of its role in many ecological processes, movement of animals in response to landscape features is an important subject in ecology and conservation biology. In this paper, we develop models of animal movement in relation to objects or fields in a landscape. We took a finite mixture modeling approach in which the component densities are conceptually related to different choices for movement in response to a landscape feature, and the mixing proportions are related to the probability of selecting each response as a function of one or more covariates. We combined particle swarm optimization and an expectation-maximization (EM) algorithm to obtain maximum-likelihood estimates of the model parameters. We used this approach to analyze data for movement of three bobcats in relation to urban areas in southern California, USA. A behavioral interpretation of the models revealed similarities and differences in bobcat movement response to urbanization. All three bobcats avoided urbanization by moving either parallel to urban boundaries or toward less urban areas as the proportion of urban land cover in the surrounding area increased. However, one bobcat, a male with a dispersal-like large-scale movement pattern, avoided urbanization at lower densities and responded strictly by moving parallel to the urban edge. The other two bobcats, which were both residents and occupied similar geographic areas, avoided urban areas using a combination of movements parallel to the urban edge and movement toward areas of less urbanization. However, the resident female appeared to exhibit greater repulsion at lower levels of urbanization than the resident male, consistent with empirical observations of bobcats in southern California. Using the parameterized finite mixture models, we mapped behavioral states to geographic space, creating a representation of a behavioral landscape. This approach can provide guidance for conservation planning based on analysis of animal movement data using statistical models, thereby linking connectivity evaluations to empirical data.",10.1890/12-0687.1,https://www.ncbi.nlm.nih.gov/pubmed/23734492; https://zslpublications.onlinelibrary.wiley.com/doi/10.1890/12-0687.1; https://besjournals.onlinelibrary.wiley.com/doi/10.1890/12-0687.1; https://pubs.er.usgs.gov/publication/70125388; https://esajournals.onlinelibrary.wiley.com/doi/epdf/10.1890/12-0687.1; https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/12-0687.1,Ecological Applications,6,10.1890/12-0687.1,https://www.ncbi.nlm.nih.gov/pubmed/23734492; https://zslpublications.onlinelibrary.wiley.com/doi/10.1890/12-0687.1; https://besjournals.onlinelibrary.wiley.com/doi/10.1890/12-0687.1; https://pubs.er.usgs.gov/publication/70125388; https://esajournals.onlinelibrary.wiley.com/doi/epdf/10.1890/12-0687.1; https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/12-0687.1
500,drew2,MAYBE,JOUR,Mukherjee_et_al_2018_ActaOecologica-InternationalJ,"Mukherjee, S and Banerjee, S and Basu, P and Saha, GK and Aditya, G",2018,Butterfly-plant network in urban landscape: Implication for conservation and urban greening,Acta Oecologica-International Journal of Ecology,Acta Oecologica-International Journal of Ecology,92,16,"Butterflies (Insects: Lepidoptera) contribute to the ecosystem services and thereby qualify as a group deserving conservation effort. Information on the butterfly-plant links is used as a foundation to sustain population and enhance conservation and management. Thus, in the present study, the structure of a butterfly-plant network in an urban landscape like Kolkata, India, was deciphered highlighting metrics like degree distribution, nestedness, and interaction strength and specialization index. A total of forty eight butterfly species associated with thirty different angiosperm plant species were observed during the study period of one year. While Lantana camara was observed to be the dominant plant species with 37 links to different butterflies, the Catopsilia pyranthe butterfly species was dominant in terms of the generalist pattern of links (21 links) with the plants. Differential ability of the shrubs and herbs in the sustenance of the butterflies was reflected in the network indices using the herbs and the shrubs, separately. In urban landscapes with restricted variety of flowering plants, an estimate of relative strength of interactions enables identification and further use of the concerned species in sustaining butterfly populations. In accordance with these propositions, the butterfly-plant network illustrated in the present instance may prove useful in selection of plant species required for the enhancement of population of desired butterfly species in urban areas like Kolkata, India.",10.1016/j.actao.2018.08.003,https://www.sciencedirect.com/science/article/abs/pii/S1146609X18300821; https://ui.adsabs.harvard.edu/abs/2018AcO....92...16M/abstract,Acta Oecologica-International Journal of Ecology,5,10.1016/j.actao.2018.08.003,https://www.sciencedirect.com/science/article/abs/pii/S1146609X18300821; https://ui.adsabs.harvard.edu/abs/2018AcO....92...16M/abstract
502,drew2,MAYBE,JOUR,Kalwij_et_al_2008_LandscapeEcology,"Kalwij, JM and Milton, SJ and McGeoch, MA",2008,Road verges as invasion corridors? A spatial hierarchical test in an arid ecosystem,Landscape Ecology,Landscape Ecology,23,439,"Disturbed habitats are often swiftly colonized by alien plant species. Human inhabited areas may act as sources from which such aliens disperse, while road verges have been suggested as corridors facilitating their dispersal. We therefore hypothesized that (i) houses and urban areas are propagule sources from which aliens disperse, and that (ii) road verges act as corridors for their dispersal. We sampled presence and cover of aliens in 20 plots (6 x 25 m) per road at 5-km intervals for four roads, nested within three localities around cities (n = 240). Plots consisted of three adjacent nested transects. Houses (n = 3,349) were mapped within a 5-km radius from plots using topographical maps. Environmental processes as predictors of alien composition differed across spatial levels. At the broadest scale road-surface type, soil type, and competition from indigenous plants were the strongest predictors of alien composition. Within localities disturbance-related variables such as distance from dwellings and urban areas were associated with alien composition, but their effect differed between localities. Within roads, density and proximity of houses was related to higher alien species richness. Plot distance from urban areas, however, was not a significant predictor of alien richness or cover at any of the spatial levels, refuting the corridor hypothesis. Verges hosted but did not facilitate the spread of alien species. The scale dependence and multiplicity of mechanisms explaining alien plant communities found here highlight the importance of considering regional climatic gradients, landscape context and road-verge properties themselves when managing verges.",10.1007/s10980-008-9201-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43349088965&doi=10.1007%2fs10980-008-9201-3&partnerID=40&md5=98623c288608411cf2e3dafde9d766f6,Landscape Ecology,3,10.1007/s10980-008-9201-3,https://ir.sun.ac.za:443/cib/handle/123456789/357; https://www.cabdirect.org/cabdirect/abstract/20083099893; https://pubag.nal.usda.gov/catalog/500636; https://link.springer.com/content/pdf/10.1007%2Fs10980-008-9201-3.pdf; https://www.cabdirect.org/abstracts/20083099893.html; https://research.monash.edu/en/publications/road-verges-as-invasion-corridors-a-spatial-hierarchical-test-in-; https://publikationen.bibliothek.kit.edu/1000121815; https://scholar.sun.ac.za:443/handle/10019.1/117215
504,drew2,MAYBE,JOUR,Milanovich_et_al_2012_LandscapeandUrbanPlanning,"Milanovich, JR and Peterman, WE and Barrett, K and Hopton, ME",2012,Do species distribution models predict species richness in urban and natural green spaces? A case study using amphibians,Landscape and Urban Planning,Landscape and Urban Planning,107,409,"Urban green spaces are potentially important to biodiversity conservation because they could provide patches of high quality habitat or connectivity to nearby habitat. Presence-only species distribution models (SDMs) represent a potential tool for assessing the biodiversity value of urban green space; however, there is limited research to validate SDM results with field surveys to see if the predictions accurately represent observed species richness. We generated a range of SDMs using multiple suitability thresholds for 23 species of amphibians that occur in southwest, Ohio, USA. The distributions were overlaid to enumerate species richness. We surveyed 20 sites for amphibian species to evaluate model predictions. Our models over-predicted species richness relative to survey data. For example, we observed a mean pairwise difference of 14 species between models of species richness and observed values. Our results suggest either SDMs built with landscape variables we selected did not represent accurately amphibian richness, or the amphibian surveys did not detect all species present. Analyzing sites that had more than three sampling events suggests the explanation of inadequate sampling effort is only partially correct. Differences such as that between predicted and observed values of species richness is a challenge for land managers and conservation biologists that need a tool for modeling biodiversity. Species distribution models did project relative species richness well in urban and non-urban green space, which suggests this technique offers a spatially explicit way to identify more species rich areas and may help managers and conservation biologists manage systems with greater efficiency. Published by Elsevier B.V.",10.1016/j.landurbplan.2012.07.010,https://works.bepress.com/joseph_milanovich/1/; http://petermanresearch.weebly.com/uploads/2/5/9/2/25926970/milanovich_et_al._2012--lup.pdf; https://ecommons.luc.edu/biology_facpubs/7/; https://www.sciencedirect.com/science/article/pii/S0169204612002216; http://www.sciencedirect.com/science/article/pii/S0169204612002216; https://ecommons.luc.edu/cgi/viewcontent.cgi?article=1000&context=biology_facpubs,Landscape and Urban Planning,4,10.1016/j.landurbplan.2012.07.010,https://works.bepress.com/joseph_milanovich/1/; http://petermanresearch.weebly.com/uploads/2/5/9/2/25926970/milanovich_et_al._2012--lup.pdf; https://ecommons.luc.edu/biology_facpubs/7/; https://www.sciencedirect.com/science/article/pii/S0169204612002216; http://www.sciencedirect.com/science/article/pii/S0169204612002216; https://ecommons.luc.edu/cgi/viewcontent.cgi?article=1000&context=biology_facpubs
506,drew2,MAYBE,JOUR,Passaseo_et_al_2020_UrbanEcosystems,"Passaseo, A and Petremand, G and Rochefort, S and Castella, E",2020,"Pollinator emerging from extensive green roofs: wild bees (Hymenoptera, Antophila) and hoverflies (Diptera, Syrphidae) in Geneva (Switzerland)",Urban Ecosystems,Urban Ecosystems,23,1079,"By the end of 2020, 75% of the Swiss population will live in cities. The urban densification will result in habitat and biodiversity loss. One solution to mitigate this loss in urban environments is the implementation of green roofs that are now recognised as a tool for the maintenance of epigeal and aerial arthropods. Green roofs can provide various services such as pollination and food supply for insects and various arthropods (e.g. arachnids) and animals (e.g. birds). The objective of this study was to evaluate the diversity of pollinating insects emerging from urban green roofs. Wild bees (Hymenoptera) and hoverflies (Diptera) were sampled using emergence traps on six extensive green roofs in the urban area of Geneva (Switzerland), from March to August 2017. Five species of wild bees and two species of hoverflies were identified: Lasioglossum morio (Halictidae) and Sphaerophoria scripta (Syrphidae) are the only two species considered as emerging from green roofs in our study. Ecological traits of these two species indicated generalists, well adapted to xero-thermophilic conditions.",10.1007/s11252-020-00973-9,https://link.springer.com/article/10.1007/s11252-020-00973-9; https://archive-ouverte.unige.ch/unige:136032,Urban Ecosystems,4,10.1007/s11252-020-00973-9,https://link.springer.com/article/10.1007/s11252-020-00973-9; https://archive-ouverte.unige.ch/unige:136032
508,drew2,MAYBE,JOUR,Olson_et_al_2014_BiologicalConservation,"Olson, LE and Sauder, JD and Albrecht, NM and Vinkey, RS and Cushman, SA and Schwartz, MK",2014,Modeling the effects of dispersal and patch size on predicted fisher (Pekania [Martes] pennanti) distribution in the US Rocky Mountains,Biological Conservation,Biological Conservation,169,89,"Climate change impacts many species through shifts in habitat. The intensity of this impact will depend on the dispersal rates of the species, the patchiness of the environment, and the velocity of habitat change. Here we examine how dispersal affects projected future habitat availability for a threatened carnivore, the fisher (Pekania [Martes] pennanti). We used non-invasive genetic sampling to detect fisher across their historical distribution in Montana and Idaho. This survey included 4846 non-invasive hair snares, of which 288 identified fishers through mitochondrial DNA analysis. We modeled the distribution of fisher across western Montana and northern Idaho using a suite of vegetative, topographic, and climatic variables. We modeled future distribution using a global climate model and two climate change scenarios (high emissions [A2] or reduced emissions [B2]) and three time steps (2030, 2060, and 2090). We incorporated the effects of dispersal ability and habitat patch size into our model by varying the distance and enforcing a minimum patch size at which newly created habitat could be colonized. We found that the probability of current fisher occurrence was highest given the presence of mesic forest types with tall trees, high annual precipitation, and mid-range winter temperatures. Future predictions show an increase in area of high-probability habitat under most dispersal assumptions. Interestingly, we found a large contrast in results when minimum patch size and species dispersal capabilities were considered. Our distribution model with full dispersal and no limits on patch size predicted a 24.5% increase in fisher habitat by 2090, whereas a dispersal limit of 1 km through non-habitat (agricultural fields and urban zones) and a minimum patch size yielded a loss of 25.8% of fisher habitat under this same scenario. Varying dispersal appears to limit habitat availability more than minimum patch size under most scenarios. Published by Elsevier Ltd.",10.1016/j.biocon.2013.10.022,https://srs.fs.usda.gov/pubs/45266; https://europepmc.org/article/AGR/IND605360740; https://www.fs.fed.us/rm/pubs_other/rmrs_2014_olson_l001.pdf; https://www.nrs.fs.fed.us/pubs/45266; https://www.srs.fs.fed.us/pubs/45266; https://www.sciencedirect.com/science/article/pii/S0006320713003777,Biological Conservation,6,10.1016/j.biocon.2013.10.022,https://srs.fs.usda.gov/pubs/45266; https://europepmc.org/article/AGR/IND605360740; https://www.fs.fed.us/rm/pubs_other/rmrs_2014_olson_l001.pdf; https://www.nrs.fs.fed.us/pubs/45266; https://www.srs.fs.fed.us/pubs/45266; https://www.sciencedirect.com/science/article/pii/S0006320713003777
523,drew2,MAYBE,JOUR,Liu_et_al_2015_EcologicalModelling,"Liu, GY and Yang, ZF and Chen, B and Zhang, LX and Zhang, Y and Su, MR",2015,An Ecological Network Perspective in Improving Reserve Design and Connectivity: A Case Study of Wuyishan Nature Reserve in China,Ecological Modelling,Ecological Modelling,306,185,"To alter the sharply decreasing trend of biodiversity due to human disturbances, much emphasis has been placed on the ecological networks comprised of core areas with high ecological significance and corridors connecting them. The purpose of this paper is to introduce a novel viewpoint and method to identify, analyze and optimize the ecological network of Wuyishan City. The bidirectional least-cost distance model is applied to identify the landscape network in Wuyishan City for the year 1995 and 2005, which can incorportate digraph in ecological network modeling, overcome the limitation of failing to reflect the orientation of the species' dispersal process, and make the process of modeling more convincing by distinguishing flux orientation of ""go"" and ""return"" of two random patches. Three new metrics, i.e., network cyclicity, degree of cyclicity, and degree of connectedness, which can quantify the integrity and continuity of network and the relation between network organization and ecological process, are introduced to measure the presence and strength of cyclic pathways in a network and reflect the network's ability to transfer bio-flux. The results show that the ecological network of Wuyishan City in the year 1995 and 2005 have respectively a network size of 18 and 17, degree of connectedness of 1 and 0.7647, network cyclicity of 7.1378 and 8.2570, and degree of cyclicity of 0.3965 and 0.4857, which indicate that the network in Wuyishan City for the year 2005 has strong ability to transfer bio-flux, a high level of eco-process diversity, and a low level of integrity and continuity. It can be concluded that during the past 10 years, different areas of Wuyishan City have gone through landscape degradation and restoration. In the northeast, network components degraded severely and made several patches ""isolated islands"", while in the southwest, the network has been developed because of landscape restoration. In particular, the linkages among the patches of natural reserve and its neighborhood increased remarkably, which directly increased the interaction strength and the whole network cyclicity. Then, via scenario analysis, we also identify the patches and linkages that make great contributions to the entire cyclicity and connectedness, such as patches [1,2,3,4,5,6] (Nature reserve and its neighborhood), [12] (bridging the north and west part) and [19] (bridging the south and west part), and linkages among the central patches. (C) 2014 Elsevier B.V. All rights reserved.",10.1016/j.ecolmodel.2014.10.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929170256&doi=10.1016%2fj.ecolmodel.2014.10.004&partnerID=40&md5=f9b589c2a038362c1ea3a334ed23c5d8,Ecological Modelling,6,10.1016/j.ecolmodel.2014.10.004,https://ideas.repec.org/a/eee/ecomod/v306y2015icp185-194.html; http://www.sciencedirect.com/science/article/pii/S0304380014004700; https://www.sciencedirect.com/science/article/pii/S0304380014004700
