"STUDY_ID","REVIEWERS","INCLUDE","source_type","label","author","year","title","journal","source","volume","start_page","abstract","doi_upd","url_upd","jour_s","num_authors","doi_prv","url_prv"
"1012","drew2","Theoretical","JOUR","McHale_et_al_2013_FrontiersinEcologyandtheEnvironm","McHale, MR and Bunn, DN and Pickett, STA and Twine, W","2013","Urban ecology in a developing world: why advanced socioecological theory needs Africa","Frontiers in Ecology and the Environment","Frontiers in Ecology and the Environment","11","556","Socioecological theory, developed through the study of urban environments, has recently led to a proliferation of research focusing on comparative analyses of cities. This research emphasis has been concentrated in the more developed countries of the Northern Hemisphere (often referred to as the ""Global North""), yet urbanization is now occurring mostly in the developing world, with the fastest rates of growth in sub-Saharan Africa. Countries like South Africa are experiencing a variety of land-cover changes that may challenge current assumptions about the differences between urban and rural environments and about the connectivity of these dynamic socioecological systems. Furthermore, questions concerning ecosystem services, landscape preferences, and conservation - when analyzed through rural livelihood frameworks - may provide insights into the social and ecological resilience of human settlements. Increasing research on urban development processes occurring in Africa, and on patterns of kinship and migration in the less developed countries of the ""Global South"", will advance a more comprehensive worldview of how future urbanization will influence the progress of sustainable societies.","10.1890/120157","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4038793/; https://esajournals.onlinelibrary.wiley.com/doi/10.1890/120157; http://onlinelibrary.wiley.com/doi/10.1890/120157/full; http://europepmc.org/articles/PMC4038793","Frontiers in Ecology and the Environment","4","10.1890/120157","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4038793/; https://esajournals.onlinelibrary.wiley.com/doi/10.1890/120157; http://onlinelibrary.wiley.com/doi/10.1890/120157/full; http://europepmc.org/articles/PMC4038793"
"1023","drew2","TopicReview","JOUR","Wang_et_al_2022_BiodiversityandConservation","Wang, LW and Wang, H and Wang, YC and Che, Y and Ge, ZW and Mao, LF","2022","The relationship between green roofs and urban biodiversity: a systematic review","Biodiversity and Conservation","Biodiversity and Conservation","31","1771","As a form of green infrastructure, green roofs can enhance urban biodiversity by providing complex vegetation structures, supplying increased foraging and roosting opportunities for animals and increasing habitat connectivity. Although it is widely believed that green roofs can promote urban biodiversity, this idea has not been widely studied on an empirical scale. Therefore, a systematic understanding of the relationship between green roofs and biodiversity from different perspectives is still lacking. Here we provide a systematic review of the empirical literature on the relationship between green roofs and biodiversity. The results suggest that green roofs benefit urban biodiversity to some extent but cannot replace quondam natural habitats or complex artificial greening environments. Additionally, the studies reviewed here focused primarily on the diversity of plants or arthropods and were conducted almost exclusively in the United States and the United Kingdom. Moreover, most studies investigating the factors of green roofs affecting biodiversity focused on roof area, height, age, substrate depth, and plant community. To improve our understanding of the relationship between green roofs and urban biodiversity, more extensive research, particularly in developing countries, as well as more in-depth studies of a greater number of species and taxa, including chordates, mollusks and microbes, from different perspectives (e.g. at the genetic level) and other potential pathways are needed. In the future, the density, distribution pattern, distance and location relationship between different green roofs should be considered in an integrated manner. In order to more effectively support urban biodiversity, green roofs should be used in conjunction with other urban green spaces.","10.1007/s10531-022-02436-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131598858&doi=10.1007%2fs10531-022-02436-3&partnerID=40&md5=fe244014dac15f573b88b2836ece21b2","Biodiversity and Conservation","6","10.1007/s10531-022-02436-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131598858&doi=10.1007%2fs10531-022-02436-3&partnerID=40&md5=fe244014dac15f573b88b2836ece21b2"
"1111","drew2","TopicReview","JOUR","Buchholz_2020_BiodiversityandConservation","Buchholz, S and Egerer, MH","2020","Functional ecology of wild bees in cities: towards a better understanding of trait-urbanization relationships","Biodiversity and Conservation","Biodiversity and Conservation","29","2779","A functional ecological understanding of urban wild bee communities is of growing importance especially in regard to biodiversity conservation, ecosystem service maintenance and effective conservation programmes. In this paper, we review and summarize the published literature aiming to inform future research investigations in the growing field of wild bee functional ecology. Specifically, we: (1) review which functional trait-based analyses have been carried out on wild bees in cities thus far; (2) summarize which wild bee species traits have been considered; (3) evaluate any consistent wild bee trait-environment relationships (i.e. urbanization) across studies; and (4) synthesize findings and limitations to inform future research recommendations. We reviewed 48 studies based on a systematic Web of Knowledge search. We found consistent trait characteristics for 'nesting type', 'diet', 'body size', 'sociality' and 'phenology' across studies. More than one third of the studies were descriptive and the majority of studies were located in urban gardens in temperate Europe and North America, calling for more research from underrepresented geographic regions and from the entire spectrum of urban habitat types. Of these studies, only five analyzed functional diversity indices and three studies applied statistics to relate urban wild bee traits to urbanization factors. Future studies should consider trait-based statistics, and could incorporate functional trait-based ecological networks to examine network shifts across urbanization gradients. Our review suggests that we lack generalizable information about wild bee trait and urbanization relationships yet, making conservation recommendations challenging. Therefore, we propose more research that considers methodological recommendations to develop a comparable and comprehensive understanding of how urbanization affects the functional ecology of urban wild bees to link with specific urban conservation measures.","10.1007/s10531-020-02003-8","https://link.springer.com/article/10.1007/s10531-020-02003-8; https://link.springer.com/content/pdf/10.1007/s10531-020-02003-8.pdf; https://europepmc.org/article/AGR/IND607027541","Biodiversity and Conservation","2","10.1007/s10531-020-02003-8","https://link.springer.com/article/10.1007/s10531-020-02003-8; https://link.springer.com/content/pdf/10.1007/s10531-020-02003-8.pdf; https://europepmc.org/article/AGR/IND607027541"
"1146","drew2","Framework","JOUR","Li_et_al_2022_EcologicalIndicators","Li, PX and Cao, H and Sun, W and Chen, XY","2022","Quantitative evaluation of the rebuilding costs of ecological corridors in a highly urbanized city: The perspective of land use adjustment","Ecological Indicators","Ecological Indicators","141","109130","Well-functioning ecological corridors are critical for conserving biodiversity in areas undergoing increasing habitat losses and ecosystem fragmentation. Although it is essential to rebuild broken corridors by land use adjustments, related discussions of spatially explicit delineations of to-be-adjusted lands and quantitative adjustment costs are rare. Based on a widely adopted minimum cumulative resistance (MCR) model, we simulated the potential ecological processes and identified ecological corridors in a rapidly urbanized city, namely, Nanjing, in eastern China. We then analysed the corresponding land use and cover changes (LUCCs) from 2000 to 2015 and quantitatively calculated the costs of rebuilding the indicated corridors based on the indication of the amount/spatial distribution of to-be-adjusted lands and their different standards of related adjustment. The results indicated that most obtained corridors were along continuous waters, but LUCCs still occurred within them; the spatial expansion of urban lands dominated, especially in the suburban areas and outer buffers of the ecological corridors. The rebuilding costs increased significantly, and urban land adjustments dominated these increases. Spatially, most costs were associated with suburban areas, and the costs increased obviously as the corridor width increased. Based on the comprehensive consideration of ecological suitability and economic rationality, we found that 200 m was the most appropriate width for rebuilding ecological corridors, as it can both meet the demands of local species and balance the local public budget. We explored methodologies used to identify potential ecological corridors and quantitatively evaluate the costs of rebuilding them, thus providing a basis for implementing practical and feasible land use adjustments addressing ecological suitability and economic rationality.","10.1016/j.ecolind.2022.109130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133922855&doi=10.1016%2fj.ecolind.2022.109130&partnerID=40&md5=3d4ec41379bf3a0cd09f971aa7144da3","Ecological Indicators","4","10.1016/j.ecolind.2022.109130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133922855&doi=10.1016%2fj.ecolind.2022.109130&partnerID=40&md5=3d4ec41379bf3a0cd09f971aa7144da3"
"1156","drew2","TopicReview","JOUR","Andersson_2006_EcologyandSociety","Andersson, E","2006","Urban landscapes and sustainable cities","Ecology and Society","Ecology and Society","11",NA,"Ecological research targeting sustainable urban landscapes needs to include findings and methods from many lines of ecological research, such as the link between biodiversity and ecosystem function, the role of humans in ecosystems, landscape connectivity, and resilience. This paper reviews and highlights the importance of these issues for sustainable use of ecosystem services, which is argued to be one aspect of sustainable cities. The paper stresses the need to include social and economic factors when analyzing urban landscapes. Spatially explicit data can be used to assess the roles different green areas have in providing people with ecosystem services, and whether people actually have access to the services. Such data can also be used to assess connectivity and heterogeneity, both argued to be central for continuous, long-term provision of these services, and to determine the role urban form has for sustainability.",NA,NA,"Ecology and Society","1",NA,NA
"1162","drew2","Methodology","JOUR","Lopucki_2015_UrbanForestryandUrbanGreening","Lopucki, R and Kiersztyn, A","2015","Urban green space conservation and management based on biodiversity of terrestrial fauna - A decision support tool","Urban Forestry and Urban Greening","Urban Forestry and Urban Greening","14","508","The world is becoming increasingly urban. Tools to support urban planning and management are necessary to reconcile needs to develop buildings, to ensure a high quality of life and to protect urban biodiversity. In this paper, we present a tool based on algorithms of Hellwig's method that can be used in decision-making processes concerning biodiversity management of urban green areas, e.g., identification of ecologically primary areas that should be protected from development, quantitative comparisons of various arrangements of urban green areas and identification of sites that can be built-up with the least loss of urban biodiversity. The tool has been tested with empirical data on species composition and abundance of small mammals in the city of Lublin, Poland (central Europe). We used small mammals as a bioindicators of the ecological significance of green areas. Our scenarios show that this method works well for untransformed species composition and species abundance data. Issues of the universality of the method, its ease of use and low cost, the possibility of use in decision-making process that includes public participation and the credibility of the data and are discussed. (C) 2015 Elsevier GmbH. All rights reserved.","10.1016/j.ufug.2015.05.001","https://www.cabdirect.org/cabdirect/abstract/20153384632; https://www.sciencedirect.com/science/article/pii/S1618866715000552","Urban Forestry and Urban Greening","2","10.1016/j.ufug.2015.05.001","https://www.cabdirect.org/cabdirect/abstract/20153384632; https://www.sciencedirect.com/science/article/pii/S1618866715000552"
"1182","drew2","TopicReview","JOUR","Mayrand_2018_Sustainability","Mayrand, F and Clergeau, P","2018","Green Roofs and Green Walls for Biodiversity Conservation: A Contribution to Urban Connectivity?","Sustainability","Sustainability","10","985","Green roofs and walls have recently emerged as conservation tools, and they offer promising additional opportunities to enhance biodiversity in cities. However, their ecological conditions remain poorly considered when planning wildlife corridors. To discuss the role of vegetated buildings in landscape connectivity, we reviewed the ecological and technical specificities of green walls and green roofs in light of the key factors concerning urban wildlife (patch size, quality, abundance, and isolation). Green roofs and walls show limited patch sizes, distinct habitat quality at the building scale, and limited redundancy of patch quality within the landscape. We also highlight that the abundance of roof and wall patches is often low. Future research is needed to establish if walls can be vertical corridors for wildlife, thereby reducing the isolation of green roofs. We argue that creating 3D ecological connectivity within the city requires substantial modifications of the design and maintenance of existing green building systems. We suggest that research is needed to integrate the biotic and abiotic characteristics of green buildings to make them more closely resemble those of open green spaces.","10.3390/su10040985","https://core.ac.uk/display/153625511; https://ideas.repec.org/a/gam/jsusta/v10y2018i4p985-d138334.html; https://www.mdpi.com/2071-1050/10/4/985; https://econpapers.repec.org/RePEc:gam:jsusta:v:10:y:2018:i:4:p:985-:d:138334","Sustainability","2","10.3390/su10040985","https://core.ac.uk/display/153625511; https://ideas.repec.org/a/gam/jsusta/v10y2018i4p985-d138334.html; https://www.mdpi.com/2071-1050/10/4/985; https://econpapers.repec.org/RePEc:gam:jsusta:v:10:y:2018:i:4:p:985-:d:138334"
"1205","drew2","Framework","JOUR","Isola_et_al_2022_Sustainability","Isola, F and Lai, S and Leone, F and Zoppi, C","2022","Strengthening a Regional Green Infrastructure through Improved Multifunctionality and Connectedness: Policy Suggestions from Sardinia, Italy","Sustainability","Sustainability","14","9788","A wide body of research in recent years has studied either green infrastructures as providers of multiple ecosystem services, especially at the urban level, or ecological corridors and the issue of connectivity between landscape patches in the face of growing fragmentation. However, not many studies have analyzed how the two concepts can be combined to ground evidence-based policy and planning recommendations. In this study, a methodological approach for such a combination is proposed: after mapping a regional green infrastructure building upon the assessment of multiple ecosystem services and a network of ecological corridors through the resistance to movement of species, the two spatial layouts are combined so as to analyze correlations between the potential provision of ecosystem services and the resistance to movement. The methodology is applied in the case of the island of Sardinia, whose self-containment makes it possible to discard potential effects from surrounding areas, hence facilitating the implementation of the model. The outcomes of the regression model point out three ecosystem services as the most important factors that should be targeted by appropriate spatial policies if connectivity is to be increased: regulation of micro and local climate, forestry productivity, and cultural identity and heritage values.","10.3390/su14159788","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2700794622?accountid=9894&bdid=29285&_bd=6Aj%2FQEY9Zq33xhOm7G2A4qJI4ko%3D","Sustainability","4","10.3390/su14159788","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2700794622?accountid=9894&bdid=29285&_bd=6Aj%2FQEY9Zq33xhOm7G2A4qJI4ko%3D"
"1279","drew2","Framework","JOUR","Taylor_2009_EnvironmentalandPlanningLawJournal","Taylor, MP and Ives, C","2009","Legislative and policy challenges for the protection of biodiversity and bushland habitats: An evidence-based approach","Environmental and Planning Law Journal","Environmental and Planning Law Journal","26",NA,"Balancing the needs of biodiversity in the context of ecologically sustainable development remains a challenging and ongoing issue for consent authorities, developers and scientists alike. This article explores some of the practical, scientific, legislative and policy issues facing the protection of biodiversity in the context of urbanisation. The application of legislative and policy instruments to environmental decision-making needs to be complemented with more site-specific, evidenced-based research and with regard to the biodiversity of the broader landscape. It is argued that such an approach will help determine more accurately the likely long-term environmental outcomes that can be expected from setbacks, offsets, buffers and corridors within urban landscapes. In examining the question of setbacks adjacent to development, various relevant examples of court decisions are considered. In addition, a range of recent research studies are used to show that riparian zones are ecologically distinct as compared with non-riparian bushland. In addition, riparian corridor width is shown to influence the composition of flora and invertebrate fauna communities, supporting the use of wide buffers to maximise biodiversity outcomes. The application of site-specific empirical findings in biodiversity planning and decision-making will help limit and mitigate the key threatening processes of clearing and fragmentation.",NA,NA,"Environmental and Planning Law Journal","2",NA,NA
"1281","drew2","TopicReview","JOUR","Cursach_et_al_2012_RevistaDeGeografiaNorteGrande","Cursach, JA and Rau, JR and Tobar, CN and Ojeda, JA","2012","Current state of development of the urban ecology in large cities of southern Chile","Revista De Geografia Norte Grande","Revista De Geografia Norte Grande",NA,"57","Through a literature review, we determined the current state of knowledge on urban ecology in the larges cities of southern Chile: Temuco, Valdivia, Osorno, Puerto Montt and Punta Arenas. This review revealed the scarcity of studies on urban ecology where urbanization is increasing considerably, unkowning the impacts that this phenomenon may have on their ecosystems. Puerto Montt is the city with greater increase in urban population and simultaneously, the city with the lowest number and diversity of studies. The main impacts generated by the process of urbanization on the landscape are watershed pollution, air pollution, loss of native biodiversity and increasing exotic species. Suggestions are given to increase and conserve local biodiversity in the urban landscapes of southern Chile, as well as the lines of research needed to be done.","10.4067/S0718-34022012000200004",NA,"Revista De Geografia Norte Grande","4","10.4067/S0718-34022012000200004",NA
"1289","drew2","Framework","JOUR","Behm_et_al_2022_CurrentOpinioninEnvironmentalSusta","Behm, JE and Belouard, N and Gleditsch, JM and Phillips, PM and Swartz, TM","2022","Trait-based approaches for understanding how biodiversity generates sustainable benefits in urban vegetated green infrastructure","Current Opinion in Environmental Sustainability","Current Opinion in Environmental Sustainability","57","101204","While it is appreciated that the biodiversity within vegetated green infrastructure generates ecosystem services that improve the well-being of urban residents, advances in urban sustainability are hindered because we lack a solid mechanistic understanding of how biodiversity provides these services. Here, we outline a trait-based urban ecology agenda for researching how species' traits provide ecosystem services (trait-service relationships) in tandem with how species with desired service-providing traits establish in vegetated green infrastructure (community assembly). Because trait-service relationships and community assembly processes can differ in urban versus natural environments, this agenda will fill major knowledge gaps of how biodiversity promotes urban sustainability. Results from our research agenda can be implemented by planners and managers to enhance service provisioning and ultimately improve urban sustainability.","10.1016/j.cosust.2022.101204",NA,"Current Opinion in Environmental Sustainability","5","10.1016/j.cosust.2022.101204",NA
"1291","drew2","Framework","JOUR","Vargas-Hernandez_2021_EnvironmentDevelopmentandSus","Vargas-Hernandez, JG and Zdunek-Wielgolaska, J","2021","Urban green infrastructure as a tool for controlling the resilience of urban sprawl","Environment Development and Sustainability","Environment Development and Sustainability","23","1335","This paper is aimed to analyze the existing relationships and controlling functions between the urban green infrastructures on the resilience of the urban sprawl. The analysis begins questioning whether urban sprawl sustainable growth can be controlled after achieving urban supported by urban green infrastructure. The analytic method used is based on developing a conceptual and theoretical framework of reference to review the literature on the main variables of the research: Green infrastructure, resilience, and urban sprawl. It is concluded that while it is difficult to find linear causality in a direct relationship among the variables of the analysis, it is supported by the existence of more holistic connectivity leading to the controlling of the urban sprawl. The analysis suggests that a holistic approach is required to build urban resilience based on green infrastructure by addressing a fuller range of ecosystem disturbances and disasters, to create the outcomes that develop the environmental and ecological benefits of urban spectrum of ecosystem disturbances and disasters, to create the outcomes that develop the environmental and ecological benefits of urban sprawl.","10.1007/s10668-020-00623-2","https://link.springer.com/article/10.1007/s10668-020-00623-2; https://ideas.repec.org/a/spr/endesu/v23y2021i2d10.1007_s10668-020-00623-2.html; https://www.mendeley.com/catalogue/37c86631-1c21-3ddf-a372-4baaf8c5838e/; https://www.scilit.net/article/937d681e288f3a36f24050e484e5d467; https://link.springer.com/content/pdf/10.1007/s10668-020-00623-2.pdf; https://econpapers.repec.org/article/sprendesu/v_3a23_3ay_3a2021_3ai_3a2_3ad_3a10.1007_5fs10668-020-00623-2.htm","Environment Development and Sustainability","2","10.1007/s10668-020-00623-2","https://link.springer.com/article/10.1007/s10668-020-00623-2; https://ideas.repec.org/a/spr/endesu/v23y2021i2d10.1007_s10668-020-00623-2.html; https://www.mendeley.com/catalogue/37c86631-1c21-3ddf-a372-4baaf8c5838e/; https://www.scilit.net/article/937d681e288f3a36f24050e484e5d467; https://link.springer.com/content/pdf/10.1007/s10668-020-00623-2.pdf; https://econpapers.repec.org/article/sprendesu/v_3a23_3ay_3a2021_3ai_3a2_3ad_3a10.1007_5fs10668-020-00623-2.htm"
"1303","drew2","TopicReview","JOUR","Volenec_2020_ConservationBiology","Volenec, ZM and Dobson, AP","2020","Conservation value of small reserves","Conservation Biology","Conservation Biology","34","66","The importance of large reserves has been long maintained in the scientific literature, often leading to dismissal of the conservation potential of small reserves. However, over half the global protected-area inventory is composed of protected areas that are <100 ha, and the median size of added protected area is decreasing. Studies of the conservation value of small reserves and fragments of natural area are relatively uncommon in the literature. We reviewed SCOPUS and WOK for studies on small reserve and fragment contributions to biodiversity conservation and ecosystem services, and fifty-eight taxon-specific studies were included in the review. Small reserves harbored substantial portions (upward of 50%) of regional species diversity for many taxa (birds, plants, amphibians, and small mammals) and even some endemic, specialist bird species. Unfortunately, small reserves and fragments almost always harbored more generalist and exotic species than large reserves. Community composition depended on habitat quality, surrounding land use (agricultural vs. urban), and reserve and fragment size, which presents opportunities for management and improvement. Small reserves also provided ecosystem services, such as pollination and biological pest control, and cultural services, such as recreation and improved human health. Limitations associated with small reserves, such as extinction debt and support of area-sensitive species, necessitate a complement of larger reserves. However, we argue that small reserves can make viable and significant contributions to conservation goals directly as habitat and indirectly by increasing landscape connectivity and quality to the benefit of large reserves. To effectively conserve biodiversity for future generations in landscapes fragmented by human development, small reserves and fragments must be included in conservation planning.","10.1111/cobi.13308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063593628&doi=10.1111%2fcobi.13308&partnerID=40&md5=731e74fa81635668dbb11ba544dbd0d6","Conservation Biology","2","10.1111/cobi.13308","https://onlinelibrary.wiley.com/doi/10.1111/cobi.13308; https://collaborate.princeton.edu/en/publications/conservation-value-of-small-reserves; https://europepmc.org/article/MED/30843258; https://onlinelibrary.wiley.com/doi/abs/10.1111/cobi.13308; https://www.ncbi.nlm.nih.gov/pubmed/30843258; https://conbio.onlinelibrary.wiley.com/doi/abs/10.1111/cobi.13308"
"1314","drew2","Framework","JOUR","SOULE_1991_JournaloftheAmericanPlanningAssociation","SOULE, ME","1991","LAND-USE PLANNING AND WILDLIFE MAINTENANCE - GUIDELINES FOR CONSERVING WILDLIFE IN AN URBAN LANDSCAPE","Journal of the American Planning Association","Journal of the American Planning Association","57","313","The study of plants and animals on islands, both natural and artificial, has produced a body of generalizations immediately useful to land use planners concerned with minimizing the impacts of habitat destruction on the environment. A case study of 37 isolated chaparral fragments in San Diego, California, demonstrates the consequences of habitat fragmentation, including rapid and predictable extinctions of native birds in isolated canyons. This study and others can be used to generate planning guidelines for the prevention of such disappearances. Among the most important measures that can be taken are consolidation of open space set-asides and the provision of corridors linking habitat patches. Corridors can mitigate some of the negative effects of development on wildlife, especially where they facilitate the movement of large predators.","10.1080/01944369108975502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026277584&doi=10.1080%2f01944369108975502&partnerID=40&md5=59c8d1b4cb74df35ded4032414edae0e","Journal of the American Planning Association","1","10.1007/978-0-387-73412-5_46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890151305&doi=10.1007%2f978-0-387-73412-5_46&partnerID=40&md5=bf02087c4a1ed0b9b9d42d6cdcff3cd1"
"1321","drew2","Framework","JOUR","Kattel_et_al_2013_UrbanForestryandUrbanGreening","Kattel, GR and Elkadi, H and Meikle, H","2013","Developing a complementary framework for urban ecology","Urban Forestry and Urban Greening","Urban Forestry and Urban Greening","12","498","Cities are characterized by dynamic interactions between socio-economic and biophysical forces. Currently more than half of the global population reside in cities which influence the global biogeochemical cycles and climate change, substantially exacerbating pressures on urban pollution, water quality and food security, as well as operating costs for infrastructure development. Goods and services such as aesthetic values, water purification, nutrient recycling, and biological diversity, that urban ecosystems generate for the society, are critical to sustain. Urban planners are increasingly facing the considerable challenges of management issues for urban ecosystems. Poor understanding of the complementary roles of urban ecology in urban infrastructure, and the functioning of ecosystems and ecological resilience of a complex human-dominated landscape has impeded effective urban planning over time, resulting in social disharmony. Here a complementary framework for urban ecology is proposed, in which ecosystems interact with land use, architecture and urban design - ""E-LAUD""-affecting ecosystem and human health, and building on the concept that land uses in urban green areas, road-strips, wetlands, 'habitat islands' and urban architecture could synergistically benefit when clustered together in different combinations of urban landscapes. It is proposed that incorporation of the E-LAUD framework in urban planning forms the context of a new interdisciplinary research programme on ecological resilience for urban ecosystems and helps promote ecosystem services. (C) 2013 Elsevier GmbH. All rights reserved.","10.1016/j.ufug.2013.07.005","http://dro.deakin.edu.au/view/DU:30060884; http://dro.deakin.edu.au/eserv/DU:30060884/kattel-developingacomplement-2013.pdf; http://www.sciencedirect.com/science/article/pii/S1618866713000824; https://usir.salford.ac.uk/35423/; https://core.ac.uk/display/19593866; https://www.sciencedirect.com/science/article/pii/S1618866713000824; https://core.ac.uk/download/pdf/213012934.pdf","Urban Forestry and Urban Greening","3","10.1016/j.ufug.2013.07.005","http://dro.deakin.edu.au/view/DU:30060884; http://dro.deakin.edu.au/eserv/DU:30060884/kattel-developingacomplement-2013.pdf; http://www.sciencedirect.com/science/article/pii/S1618866713000824; https://usir.salford.ac.uk/35423/; https://core.ac.uk/display/19593866; https://www.sciencedirect.com/science/article/pii/S1618866713000824; https://core.ac.uk/download/pdf/213012934.pdf"
"1367","drew2","TopicReview","JOUR","Enriquez-de-Salamanca_2022_EnvironmentalEngineerin","Enriquez-de-Salamanca, A","2022","IMPACTS OF HUMAN ACTIONS ON VEGETATION CONNECTIVITY: ASSESSMENT, MITIGATION AND MONITORING","Environmental Engineering and Management Journal","Environmental Engineering and Management Journal","21","915","Connectivity is essential to ensure vegetation conservation and adaptation to climate change. Human actions produce a progressive fragmentation of the vegetation, affecting its quality and persistence. Adequate consideration of this effect in environmental assessment is necessary, but is often lacking; project impacts are frequently considered negligible, despite being cumulative. The aim of this review is to analyse the literature on fragmentation and loss of ecological connectivity in vegetation, to identify the main impacts and how to mitigate them. A novelty is the linking of these impacts to the human actions that generate them, which facilitates their consideration in the environmental assessment. Vegetation clearing results in fragmentation, separating patches whose persistence will depend on their size, shape or isolation. Reduced flow also causes loss of connectivity between rivers and floodplains. Fragmentation and induced connectivity favour the entry of invasive plants. These effects become more significant when threatened species or habitats are affected. Mitigation measures need to be implemented to avoid, minimise, restore and compensate for these impacts; ecological corridors can combine all these types of measures. Monitoring is essential to assess the dynamics of restored areas, and to detect changes in vegetation or the entry of invasive species. Only proper consideration of these impacts in decision-making, and appropriate mitigation, can control the negative cumulative effects that are currently occurring.",NA,NA,"Environmental Engineering and Management Journal","1",NA,NA
"1375","drew2","Framework","CHAP","Moskovits_et_al_2004_UrbanBiosphereandSociety:Part","Moskovits, DK and Fialkowski, C and Mueller, GM and Sullivan, TA and Rogner, J and McCance, E","2004","Chicago wilderness - A new force in urban conservation","Urban Biosphere and Society: Partnership of Cities","Urban Biosphere and Society: Partnership of Cities","1023","215","In 1996, a coalition of diverse and determined organizations launched a new initiative in the Chicago region. Our vision? Chicago Wilderness: a thriving mosaic of natural areas, connected by greenways and wildlife corridors, embedded in the nation's third largest metropolis. In this vision, the region's human communities reclaim a cultural tradition of protecting and restoring the globally outstanding natural communities that enrich our lives. Today, more than 170 organizations join forces to transform this vision into reality. A regional biodiversity recovery plan, the result of 3 years of assessment and planning by scientists, land managers, educators, and policy strategists, sets priorities and determines the lines of action for the coalition. This regional agenda stems from our vision and recovery goals for each ecological community; it encourages targeted research initiatives that focus on characterizing our native biological diversity and on analyzing elements critical to its recovery. Ultimately, though, the long-term survival of our natural wealth rests on the support from the public. Although the challenges to conservation educators and communicators are many, Chicago Wilderness allows us to work together in understanding our audiences, channeling our resources, and creating novel approaches to engage the widest public in our conservation efforts.","10.1196/annals.1319.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242670472&doi=10.1196%2fannals.1319.011&partnerID=40&md5=9d11fef51333d0157f5835afc8adeb41","Urban Biosphere and Society: Partnership of Cities","6","10.1196/annals.1319.011","https://www.scholars.northwestern.edu/en/publications/chicago-wilderness-a-new-force-in-urban-conservation-2; http://onlinelibrary.wiley.com/doi/10.1196/annals.1319.011/abstract; https://onlinelibrary.wiley.com/doi/abs/10.1196/annals.1319.011; https://ui.adsabs.harvard.edu/abs/2004NYASA1023..215M/abstract; https://nyaspubs.onlinelibrary.wiley.com/doi/abs/10.1196/annals.1319.011; http://doi.wiley.com/10.1196/annals.1319.011"
"1388","drew2","TopicReview","JOUR","Garden_et_al_2006_AustralEcology","Garden, J and McAlpine, C and Peterson, A and Jones, D and Possingham, HP","2006","Review of the ecology of Australian urban fauna: A focus on spatially explicit processes","Austral Ecology","Austral Ecology","31","126","Cities have a major impact on Australian landscapes, especially in coastal regions, to the detriment of native biodiversity. Areas suitable for urban development often coincide with those areas that support high levels of species diversity and endemism. However, there is a paucity of reliable information available to guide urban conservation planning and management, especially regarding the trade-off between investing in protecting and restoring habitat at the landscape level, and investing in programmes to maintain the condition of remnant vegetation at the local (site) level. We review the literature on Australian urban ecology, focusing on urban terrestrial and aquatic vertebrate and invertebrate fauna. We identify four main factors limiting our knowledge of urban fauna: (i) a lack of studies focusing at multiple ecological levels; (ii) a lack of multispecies studies; (iii) an almost total absence of long-term (temporal) studies; and (iv) a need for stronger integration of research outcomes into urban conservation planning and management. We present a set of key principles for the development of a spatially explicit, long-term approach to urban fauna research. This requires an understanding of the importance of local-level habitat quality and condition relative to the composition, configuration and connectivity of habitats within the larger urban landscape. These principles will ultimately strengthen urban fauna management and conservation planning by enabling us to prioritize and allocate limited financial resources to maximize the conservation return.","10.1111/j.1442-9993.2006.01578.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644659327&doi=10.1111%2fj.1442-9993.2006.01578.x&partnerID=40&md5=44d1b144fa6b0c8e820ecb3499616b46","Austral Ecology","5","10.1111/j.1442-9993.2006.01578.x","https://espace.library.uq.edu.au/view/UQ:82559; https://core.ac.uk/display/143853511; https://research-repository.griffith.edu.au/handle/10072/13859; https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1442-9993.2006.01578.x; http://onlinelibrary.wiley.com/doi/10.1111/j.1442-9993.2006.01578.x/abstract"
