STUDY_ID,REVIEWERS,INCLUDE,label,author,year,title_upd,journal,source,start_page,abstract,doi_upd,url_upd,volume,num_authors,title_prv,doi_prv,url_prv
1189,drew_08,MAYBE,Zhang_et_al_2022_ShengtaiXuebao,"Zhang, M. and Li, K. and Xing, X. and Fan, S. and Xu, Y. and Hao, P. and Dong, L.",2022,"Responses of spontaneous plant diversity to urbanization in Wenyu River-North canal ecological corridor, Beijing",Shengtai Xuebao,"pastsearch, scopus",2582,"Urban habitat fragmentation caused by urbanization has had a negative impact on urban wildlife diversity. As the connected green space in the city, the ecological corridor plays an important role in the biodiversity conservation in the process of urbanization. As an important part of urban plant diversity, spontaneous plants provide resources for the survival of native animals and play a key role in the construction of low-maintenance plant landscape. In this study, we determined the overall composition of spontaneous species in the Wenyu River-North canal ecological corridor in Beijing, explored the changes of species composition and diversity characteristics of spontaneous plants with urbanization gradients, and analyzed the adaptability of different spontaneous species to urbanization. A total of 195 plant species were recorded which belonged to 156 genera and 73 families, and most of them were herbaceous plants. There was no significant difference in alpha-diversity of spontaneous woody plants at different urbanization levels. However, the alpha-diversity of spontaneous herbaceous plants at medium urbanization level was significantly higher than that at other levels (P < 0.05). With the increase of urbanization index, the beta-diversity of woody plants, annual herbs and biennial herbs increased, and the beta-diversity of perennial herbs, invasive plants and exotic plants decreased. The mean niche width with urbanization gradient was ranked as invasive plants > native plants > domestic exotic plants > foreign exotic plants. According to the niche width, the ecological corridor autophytes were divided into high adaptability type, moderate adaptable type and low adaptable type. We screened some native plant species with similar adaptability to the 15 invasive plants according to niche overlap. The results can provide references for constructing stable low-maintenance spontaneous plant communities, that can resist the spread of invasive plants, so as to bring the function of biodiversity conservation of urban river ecological corridors into full play. © 2022 Science Press. All rights reserved.",10.5846/STXB202104160993,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140226071&doi=10.5846%2fSTXB202104160993&partnerID=40&md5=b9445acbea21688a8bdcc13507723959,42,7,"responses of spontaneous plant diversity to urbanization in wenyu river-north canal ecological corridor, beijing",10.5846/STXB202104160993,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140226071&doi=10.5846%2fSTXB202104160993&partnerID=40&md5=b9445acbea21688a8bdcc13507723959
1194,drew_08,MAYBE,Chibesa_et_al_2017_Ostrich,"Chibesa, M and Taylor, B and Ramesh, T and Downs, CT",2017,"Home range and habitat use of Trumpeter Hornbills Bycanistes bucinator in an urban-forest mosaic, Eshowe, South Africa",Ostrich,"wos, pastsearch",225,"Despite the negative impacts of urbanisation, some species adapt to pressures of habitat loss and fragmentation. Trumpeter Hornbills Bycanistes bucinator are a large avian forest frugivore that uses urban environments in South Africa. Consequently, we used GPS/UHF transmitters to study their home range size, movement and habitat use in an urban-forest mosaic in Eshowe, South Africa from March to October 2014. We estimated the home range size using three methods: minimum convex polygon (MCP), kernel density estimation (KDE) and local convex hull (LoCoH). Our results showed that overall monthly home range size was 5.1 +/- 1.28 km(2) (mean +/- SE; 95% MCP), 4.6 +/- 1.14 km(2) (95% KDE) and 1.9 +/- 0. 46 km(2) (95% LoCoH). However, individual home range sizes varied monthly and seasonally. We found that all individuals tagged used mostly the indigenous forest and frequently utilised urban residential areas (gardens) with little or no use of cultivated land. Observed individual variations in monthly and seasonal home ranges could be a response to variations in availability of key fruit resources in the urban residential and indigenous forest mosaic. This study supports the use of more than one method of home range estimation for insight regarding home range and habitat use in urban-forest mosaics for this large forest frugivore.",10.2989/00306525.2017.1292561,https://www.tandfonline.com/doi/abs/10.2989/00306525.2017.1292561; https://www.ajol.info/index.php/ostrich/article/view/163129,88,4,"home range and habitat use of trumpeter hornbills bycanistes bucinator in an urban-forest mosaic, eshowe, south africa",10.2989/00306525.2017.1292561,https://www.tandfonline.com/doi/abs/10.2989/00306525.2017.1292561; https://www.ajol.info/index.php/ostrich/article/view/163129
1201,drew_08,MAYBE,Lingying_et_al_2021_ShengtaiXuebao,"Lingying, Q. and Zhixun, H. and Shengchang, Y. and Wenzhi, C.",2021,Study on spatial conservation priority pattern of key protected plants in Xiamen,Shengtai Xuebao,"pastsearch, scopus",4367,"Biodiversity conservation plays an important role in maintaining the function of urban ecosystem. In this study, 39 species of key protected plants in Xiamen were selected as the objects. MaxENT, a species distribution model is used to predicate the potential distribution of species. Zonation, a quantitative tool for Spatial Conservation Priority, is used to identify the areas that are suitable for the survival of key protected plants and can ensure the landscape connectivity, so as to obtain the multi species landscape protection level of local key protected plants. According to the 2020 global biodiversity target, 17% of the areas with the highest level of landscape protection will be regarded as the spatial conservation prioritization areas of multi species. Combined with the weighted extinction risk curve with landscape loss generated by zonation model, 8% of the areas with the highest level of protection are classified as primary conservation areas, and the areas with the protection level ranging from 8% to 17% are classified as secondary conservation areas. By using jackknife method in MaxENT, it is found that altitude is the most important environmental factor affecting the distribution of local key protected plants, and spatial conservation prioritization areas are concentrated in the coastal zone with lower altitude. The spatial conservation prioritization areas in this study were compared with nature reserve, the planning of ecological function zones, land use planning and urban master planning of Xiamen, it is found that the spatial conservation prioritization areas in the West and north of Xiamen are well protected; the spatial conservation prioritization areas in the coastal zone of southwest and southeast of the island and the eastern and southern of outside the Xiamen island have been occupied by construction land on a large scale. there are few areas included in the scope of nature reserves, and a large number of coastal conservation prioritization areas are vacant; although the part of the conservation prioritization areas in the southeast of outside the Xiamen island are not occupied, they are planned as reserve land for development and lack of ecological protection. In order to avoid the further reduction of conservation prioritization areas, we should focus on the ecological protection of conservation prioritization areas in the coastal zone. The conservation prioritization areas that belong to development reserve will be converted into ecological space. We should strictly control the further development and utilization of conservation prioritization areas in the coastal zone so as to protect biodiversity. For the primary and secondary conservation areas, we should implement rigid and flexible ecological conservation measures, and coordinate the relationship between protection and development in conservation prioritization areas. © 2021 Science Press. All rights reserved.",10.5846/stxb202101110110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108532128&doi=10.5846%2fstxb202101110110&partnerID=40&md5=7d516c78c487f99d195a77f4bca79b1c,41,4,study on spatial conservation priority pattern of key protected plants in xiamen,10.5846/stxb202101110110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108532128&doi=10.5846%2fstxb202101110110&partnerID=40&md5=7d516c78c487f99d195a77f4bca79b1c
1206,drew_08,MAYBE,Fu_et_al_2012_ShengtaiXuebao/ActaEcologicaSinica,"Fu, Q. and Mao, F. and Wang, T. and Yang, B. and Wu, Y. and Li, J.",2012,Evaluation and optimization of woodland ecological patterns for qingdao based on the agent-based model,Shengtai Xuebao/ Acta Ecologica Sinica,"pastsearch, scopus",7676,"Urban socio-economic development and urban spatial expansion has led to the loss and fragmentation of habitat. Global climate change adds to the gravity of these effects. The survival of wildlife species is subjected to enormous pressure due to natural environmental changes and human activities. Agent-based models (ABMs) are computer simulation models analyzing and simulating human or animal behavior through the integration of learning, adaptation, evolution and logical analysis. ABMs study the overall system characteristics by analyzing internal elements of the system (such as the interaction among individual agents, and agents with the environment) with a bottom-up approach. The agents in ABMs can complete given objectives, perceive and respond to changes of the external environment through the default logic control, and respond to stimuli from other agents and the external environment through learning and adaptation functions. This paper designed an agent-based evaluation model of an ecological pattern, which was used to analyze the impact of different woodland patterns on species survival and dispersal. The model focused on the logic control of survival and dispersal of agents, and used the dispersal strategy integrating CRW and LW models, which combines the advantages of these two models. The survival of the agent is control by the age-specified U-shaped survival curve and determination function considering their own energy and environmental risks. The model was developed on the GIS platform, realizing the seamless integration of the agent model and GIS, which could then be applied to real geographical environment simulation. Qingdao is a city located in the eastern coastal region of China where the economy is relatively well-developed. The region is also where marine and terrestrial ecosystems meet. Woodland is mainly distributed in the Laoshan Mountains in the east, the Daze Mountains in the north, and the Dazhu, Xiaozhu and Tiejue Mountains in the south. In the study area, the ecological environment is deteriorating, and various wildlife species are being impacted, with some species being endangered or facing extinction. This paper selected the woodlands in the Qingdao district as the study object, analyzing the effect of different spatial patterns on the survival and spread of woodland species. Simulation results showed that, compared with the original state, species populations and migration have improved significantly under different levels of ecological network framework, and the higher the level of ecological network framework, the more obvious the improvement. The distance between patches had a large influence on the dispersal of simulated species because they were not able to arrive at patches that were far away from the original patch. Therefore, this paper makes the suggestion that an approach integrating wetland and woodland systems could strengthen woodland system functional contact in the study area. It is suggested that the region around Jiaozhou Bay and the mainstream of Dagu River be used to increase the spatial distribution of woodland. Based on the simulation results, suggestions for the woodland ecological pattern construction are given below: (1) ensure that the large woodland can not be destroyed; (2) the wetland system district in the middle of Qingdao is an ideal place for a new woodland construction; (3) the ecological network framework can be used as a spatial reference for an ecological barrier to prevent the spread of urban land into woodland.",10.5846/stxb201203290441,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872248618&doi=10.5846%2fstxb201203290441&partnerID=40&md5=f6449a0e84a6cd06bc118c0878b4b949,32,6,evaluation and optimization of woodland ecological patterns for qingdao based on the agent-based model,10.5846/stxb201203290441,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872248618&doi=10.5846%2fstxb201203290441&partnerID=40&md5=f6449a0e84a6cd06bc118c0878b4b949
1206,drew_08,MAYBE,Fu_et_al_2012_ShengtaiXuebao/ActaEcologicaSinica,"Fu, Q. and Mao, F. and Wang, T. and Yang, B. and Wu, Y. and Li, J.",2012,Evaluation and optimization of woodland ecological patterns for qingdao based on the agent-based model,Shengtai Xuebao/ Acta Ecologica Sinica,"pastsearch, scopus",7676,"Urban socio-economic development and urban spatial expansion has led to the loss and fragmentation of habitat. Global climate change adds to the gravity of these effects. The survival of wildlife species is subjected to enormous pressure due to natural environmental changes and human activities. Agent-based models (ABMs) are computer simulation models analyzing and simulating human or animal behavior through the integration of learning, adaptation, evolution and logical analysis. ABMs study the overall system characteristics by analyzing internal elements of the system (such as the interaction among individual agents, and agents with the environment) with a bottom-up approach. The agents in ABMs can complete given objectives, perceive and respond to changes of the external environment through the default logic control, and respond to stimuli from other agents and the external environment through learning and adaptation functions. This paper designed an agent-based evaluation model of an ecological pattern, which was used to analyze the impact of different woodland patterns on species survival and dispersal. The model focused on the logic control of survival and dispersal of agents, and used the dispersal strategy integrating CRW and LW models, which combines the advantages of these two models. The survival of the agent is control by the age-specified U-shaped survival curve and determination function considering their own energy and environmental risks. The model was developed on the GIS platform, realizing the seamless integration of the agent model and GIS, which could then be applied to real geographical environment simulation. Qingdao is a city located in the eastern coastal region of China where the economy is relatively well-developed. The region is also where marine and terrestrial ecosystems meet. Woodland is mainly distributed in the Laoshan Mountains in the east, the Daze Mountains in the north, and the Dazhu, Xiaozhu and Tiejue Mountains in the south. In the study area, the ecological environment is deteriorating, and various wildlife species are being impacted, with some species being endangered or facing extinction. This paper selected the woodlands in the Qingdao district as the study object, analyzing the effect of different spatial patterns on the survival and spread of woodland species. Simulation results showed that, compared with the original state, species populations and migration have improved significantly under different levels of ecological network framework, and the higher the level of ecological network framework, the more obvious the improvement. The distance between patches had a large influence on the dispersal of simulated species because they were not able to arrive at patches that were far away from the original patch. Therefore, this paper makes the suggestion that an approach integrating wetland and woodland systems could strengthen woodland system functional contact in the study area. It is suggested that the region around Jiaozhou Bay and the mainstream of Dagu River be used to increase the spatial distribution of woodland. Based on the simulation results, suggestions for the woodland ecological pattern construction are given below: (1) ensure that the large woodland can not be destroyed; (2) the wetland system district in the middle of Qingdao is an ideal place for a new woodland construction; (3) the ecological network framework can be used as a spatial reference for an ecological barrier to prevent the spread of urban land into woodland.",10.5846/stxb201203290441,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872248618&doi=10.5846%2fstxb201203290441&partnerID=40&md5=f6449a0e84a6cd06bc118c0878b4b949,32,6,evaluation and construction of wetland ecological network in qingdao city,10.5846/stxb201112061863,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864373958&doi=10.5846%2fstxb201112061863&partnerID=40&md5=c2fd33ddb250af35e2cff5310ae5700c
1207,drew_08,MAYBE,Yu_et_al_2022_ShengtaiXuebao,"Yu, J. and Tang, B. and Chen, Y. and Zhang, L. and Nie, Y. and Deng, W.",2022,Landscape ecological risk assessment and ecological security pattern construction in landscape resource-based city: A case study of Zhangjiajie City,Shengtai Xuebao,"pastsearch, scopus",1290,"Regional ecological security is an important part of the healthy development of modern cities. Scientific understanding and evaluation of regional ecological risks and construction of ecological security pattern are conducive to comprehensively improving the level of regional ecological security. Based on the remote sensing interpretation data onto Gaofen-2 of Zhangjiajie City in 2019, this paper used GIS spatial analysis and Fragstats software to construct landscape ecological risk index, and analyzed the spatial distribution characteristics of landscape ecological risk. And the minimum cumulative resistance model is used to construct resistance surface. At the same time, in order to intuitively reflect the magnitude of resistance encountered during species migration, this paper uses 9 natural protected areas as ecological sources, and selects six resistance factors including landscape ecological index, vegetation coverage, elevation, slope, distance from roads, and distance from waters calculate the resistance value. Combining the ecological source area and the minimum cumulative resistance value, Then we identified ecological corridors and ecological nodes, and finally built an ecological security pattern and proposed ecological security protection strategies. This paper takes Zhangjiajie city as an example to verify the function and effectiveness of the method. The results show that: (1) there are obviously spatial differences in landscape ecological risk in the study area, and the ecological risk presents a spatial distribution pattern of “the middle and surrounding areas are low, and the high value area generally extends along the Lishui River in a strip”; (2) Low, relatively low, medium, relatively high, and high ecological risks area account for 21.59%, 41.79%, 22.57%, 12.08%, and 1.98%, respectively, among which the relatively low ecological risk area account for the highest proportion and the high ecological risk area account for the lowest proportion. The order of high ecological risk area pressure is: Yongding District>Cili County>Sangzhi County>Wulingyuan District; (3) The research identifies 24 ecological corridors and 47 ecological nodes. The cumulative length of ecological corridors is 872. 35 km. And the spatial distribution characteristics of ecological corridors and ecological nodes are “three horizontal and four vertical” and “they are mainly distributed in the central and southern regions, and relatively few in the western and northern regions”; (4) The study area has formed an ecological security pattern consisting of 9 ecological sources, 47 ecological nodes, 24 ecological corridors and 3 ecological safety areas. On this basis, the protection strategy of ecological security is proposed to provide scientific guidance for the ecological environment construction of Zhangjiajie city. © 2022 Science Press. All rights reserved.",10.5846/STXB202012313341,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140288841&doi=10.5846%2fSTXB202012313341&partnerID=40&md5=f75e182e6f25e7d7eb278572098d0e61,42,6,landscape ecological risk assessment and ecological security pattern construction in landscape resource-based city: a case study of zhangjiajie city,10.5846/STXB202012313341,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140288841&doi=10.5846%2fSTXB202012313341&partnerID=40&md5=f75e182e6f25e7d7eb278572098d0e61
1213,drew_08,MAYBE,Wu_et_al_2015_ShengtaiXuebao,"Wu, W. and Zhang, M. and Xu, L. and Ou, M.",2015,The impact of land use change on habitat network: A case study of Egretta garzetta in Su-Xi-Chang Area,Shengtai Xuebao,"pastsearch, scopus",4897,"Habitat network as part of ecological networks is very important for species. Consequently, it is necessary to find out the impacts of land use change on habitat network as well as the dispersal and migration of species, especially in current rapid urbanizing condition. The research results will be a great contribution to rebuilding and optimizing regional ecological network from the perspective of species conservation and ecological process, but not only the landscape structure as most previous research did. The aim of the paper is to find out: (1) how to map out the habitat network of a certain species from TM images in a grid pattern? (2) How land use change affected the habitat network of the species, especially from the views of habitat patch and network structure? The Su-Xi-Chang Area of the Yangtze River Delta Area was selected as case study due to its rapid urban development and land use changes. In this research, the Egretta garzetta was selected as a regional representative species for the following three reasons: (1) marshland birds are the superior species among wild animals of the study area; (2) Egretta garzetta is the superior species among marshland birds which is on the list of Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES); (3) the data related to living and hunting habitats of Egretta garzetta in the study area are easy to get. Based on the study of the Egretta garzetta habitat, we developed a Conceptual Constraint Model of Species Habitat Patch (CCMSHP) and a method to select habitat patch properly from different land types. In CCMSHP, factors which affect the forming of species habitat were classified into three categories coarsely, which are physical, biological, and human disturbances. In each category, main specific constraints were obtained from previous results and transferred suitably from the calculation supported by the ArcGIS software. Based on the identified Egretta garzetta habitats, their habitat networks were accordingly developed. Then, landscape metrics and network structure indicators were applied to analyze the effect of land use change on the mapped-out habitat network. The results showed that: (1) the total area of patches suitable for Egretta garzetta’s living and hunting was increased during the period from 2000 to 2010; however, the quality of the habitat network was decreased seriously due to the strong negative effect of newly-built constructions, such as expressways and high-speed railways. (2) The habitat network of Egretta garzetta is only a small part of the whole area which consists of four separate fractions. They were Yixing-Liyang Part, Binhu Part, Wuzhong Part, and Yangchenghu Part and ranked down respectively, according to their conditions of 2000. During the recent ten years, these fractions have been seriously destroyed. Among of them, Yixing-Liyang Part was in the worst condition and then following by Binhu, Wuzhong and Yangchenghu Part. In a summary, during the past ten years, the condition of Egretta garzetta habitat environment was becoming worse; and the land use change has affected the survival of Egretta garzetta badly. We suggest that the protection both of high and low-level patches in hierarchy is important and it is necessary to identify and rebuilt those disappeared low-level patches to improve the quality of habitat network. © 2015 Ecological Society of China. All rights reserved.",10.5846/stxb201312112930,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938773547&doi=10.5846%2fstxb201312112930&partnerID=40&md5=7b565112c00fd31599cb08c7b67a8d6e,35,4,the impact of land use change on habitat network: a case study of egretta garzetta in su-xi-chang area,10.5846/stxb201312112930,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938773547&doi=10.5846%2fstxb201312112930&partnerID=40&md5=7b565112c00fd31599cb08c7b67a8d6e
1218,drew_08,MAYBE,Méro_2020_OrnisHungarica,"Méro, T.O. and Žuljević, A.",2020,Town avenues as flight corridors for Long-eared Owls (Asio otus),Ornis Hungarica,"pastsearch, scopus",19,"During winter, Long-eared Owls (Asio otus) usually roost in groups in urban areas, but their nocturnal movement patterns are less known. The aim of our study is to provide insight into the local-scale urban movement habits of Long-eared Owls. Our study was carried out between 2015 and 2019 in the autumn and winter period, by observations in the early evening and by ringing and recapture of owls in the town of Sombor (NE Serbia). We observed owls when leaving the roosting site located in the town centre following the greenery of the larger avenues towards the outskirts. Owls were sporadically observed in densely built areas of the town, narrow streets with less greenery. Ringing and recapture data suggest that owls were closely linked to the green corridors. They probably used these corridors for easier orientation and to prey on birds roosting in trees in the town, such as sparrows (Passer domesticus, P. montanus), Common Blackbirds (Turdus merula) or Fieldfares (T. pilaris) appearing in harsh winters, and sometimes also pigeons. © 2020 Thomas Oliver Méro et al., published by Sciendo 2020.",10.2478/orhu-2020-0014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112108876&doi=10.2478%2forhu-2020-0014&partnerID=40&md5=10df30de3c7d89feee09b62ab3110591,28,2,town avenues as flight corridors for long-eared owls (asio otus),10.2478/orhu-2020-0014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112108876&doi=10.2478%2forhu-2020-0014&partnerID=40&md5=10df30de3c7d89feee09b62ab3110591
1220,drew_08,MAYBE,Fu_et_al_2012_ShengtaiXuebao/ActaEcologicaSinica,"Fu, Q. and Song, J. and Mao, F. and Wu, Y. and Yao, H. and Tang, J.",2012,Evaluation and construction of wetland ecological network in Qingdao City,Shengtai Xuebao/ Acta Ecologica Sinica,"pastsearch, scopus",3670,"Urban socio-economic development and spatial urban expansion has led to the loss and fragmentation of habitat. Global climate change adds to the gravity of these effects. An ecological network describes a network of habitats and connecting corridors that is mapped using habitat suitability and land use/ land cover data. Connectivity within a habitat network ensures a flow of material, energy and information among the various patches, and allows species-movement from inappropriate to appropriate areas. This ensures the abundance of species reaches a dynamic equilibrium at the network level and also means that the disappearance of species from any particular patch does not change the function of the regional ecosystem network. Thus, management of ecological network is an effective measure to counter the loss of biodiversity caused by reductions in habitat quality and area, as well as habitat fragmentation, in the context of rapid urbanization and climate change. The least cost path method is a way to construct and analyze ecological networks based on landscape spatial structure and dynamic biological processes. Based on the understanding that the characteristic of the matrix is one of the important factors determining the movement of species between patches, the least cost path method gives different cost values to different landscape types, and generates a cost surface to substitute the Euclidean space. Therefore, the dispersal paths generated by the least cost method are similar to those of actual species movement. Qingdao city is located in the eastern coastal region of China where the economy is relatively well-developed. The region is also where marine and terrestrial ecosystems meet. In this paper, we propose a wetland ecological network in the Qingdao district based on remote sensing and geographic information systems technology. We evaluate the overall structure of the network and the importance of individual patches using the correlation length index and betweenness centrality index, and use the findings to identify optimal strategies and make recommendations. In this paper, we discuss the following five questions: (1) How to classify landscapes? (2) How to determine the cost value of each landscape type? (3) How to evaluate the importance of each core patch? (4) How to evaluate the importance of stepping stones? (5) What is optimal management strategy for the wetland systems in the study area? The result shows that the network connectivities are very different in terms of threshold levels of path cost. Core patches in Jiao Zhou bay wetlands and Da Gu river have a relatively high degree of importance. Stepping stone patches with a high degree of importance are found in two zones: one comprising Jiao Zhou bay, Jiao Lai river and Wei He river estuary, and the other comprising Jiao Zhou bay and Ding Zi bay. In this paper, we propose a wetland management plan based on an ecological network including one core area, two axes and a ring in Qingdao and its surrounding area, to provide a scientific and quantitative basis for the selection of urban development sites within Qingdao City that simultaneously achieves wetland ecosystem protection. These network construction and evaluation methods can be used for other ecological network analysis.",10.5846/stxb201112061863,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864373958&doi=10.5846%2fstxb201112061863&partnerID=40&md5=c2fd33ddb250af35e2cff5310ae5700c,32,6,evaluation and optimization of woodland ecological patterns for qingdao based on the agent-based model,10.5846/stxb201203290441,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872248618&doi=10.5846%2fstxb201203290441&partnerID=40&md5=f6449a0e84a6cd06bc118c0878b4b949
1220,drew_08,MAYBE,Fu_et_al_2012_ShengtaiXuebao/ActaEcologicaSinica,"Fu, Q. and Song, J. and Mao, F. and Wu, Y. and Yao, H. and Tang, J.",2012,Evaluation and construction of wetland ecological network in Qingdao City,Shengtai Xuebao/ Acta Ecologica Sinica,"pastsearch, scopus",3670,"Urban socio-economic development and spatial urban expansion has led to the loss and fragmentation of habitat. Global climate change adds to the gravity of these effects. An ecological network describes a network of habitats and connecting corridors that is mapped using habitat suitability and land use/ land cover data. Connectivity within a habitat network ensures a flow of material, energy and information among the various patches, and allows species-movement from inappropriate to appropriate areas. This ensures the abundance of species reaches a dynamic equilibrium at the network level and also means that the disappearance of species from any particular patch does not change the function of the regional ecosystem network. Thus, management of ecological network is an effective measure to counter the loss of biodiversity caused by reductions in habitat quality and area, as well as habitat fragmentation, in the context of rapid urbanization and climate change. The least cost path method is a way to construct and analyze ecological networks based on landscape spatial structure and dynamic biological processes. Based on the understanding that the characteristic of the matrix is one of the important factors determining the movement of species between patches, the least cost path method gives different cost values to different landscape types, and generates a cost surface to substitute the Euclidean space. Therefore, the dispersal paths generated by the least cost method are similar to those of actual species movement. Qingdao city is located in the eastern coastal region of China where the economy is relatively well-developed. The region is also where marine and terrestrial ecosystems meet. In this paper, we propose a wetland ecological network in the Qingdao district based on remote sensing and geographic information systems technology. We evaluate the overall structure of the network and the importance of individual patches using the correlation length index and betweenness centrality index, and use the findings to identify optimal strategies and make recommendations. In this paper, we discuss the following five questions: (1) How to classify landscapes? (2) How to determine the cost value of each landscape type? (3) How to evaluate the importance of each core patch? (4) How to evaluate the importance of stepping stones? (5) What is optimal management strategy for the wetland systems in the study area? The result shows that the network connectivities are very different in terms of threshold levels of path cost. Core patches in Jiao Zhou bay wetlands and Da Gu river have a relatively high degree of importance. Stepping stone patches with a high degree of importance are found in two zones: one comprising Jiao Zhou bay, Jiao Lai river and Wei He river estuary, and the other comprising Jiao Zhou bay and Ding Zi bay. In this paper, we propose a wetland management plan based on an ecological network including one core area, two axes and a ring in Qingdao and its surrounding area, to provide a scientific and quantitative basis for the selection of urban development sites within Qingdao City that simultaneously achieves wetland ecosystem protection. These network construction and evaluation methods can be used for other ecological network analysis.",10.5846/stxb201112061863,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864373958&doi=10.5846%2fstxb201112061863&partnerID=40&md5=c2fd33ddb250af35e2cff5310ae5700c,32,6,evaluation and construction of wetland ecological network in qingdao city,10.5846/stxb201112061863,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864373958&doi=10.5846%2fstxb201112061863&partnerID=40&md5=c2fd33ddb250af35e2cff5310ae5700c
1224,drew_08,MAYBE,Leidner_2011_ConservationBiology,"Leidner, A.K. and Haddad, N.M.",2011,Combining Measures of Dispersal to Identify Conservation Strategies in Fragmented Landscapes,Conservation Biology,"pastsearch, scopus",1022,"Understanding the way in which habitat fragmentation disrupts animal dispersal is key to identifying effective and efficient conservation strategies. To differentiate the potential effectiveness of 2 frequently used strategies for increasing the connectivity of populations in fragmented landscapes-corridors and stepping stones-we combined 3 complimentary methods: behavioral studies at habitat edges, mark-recapture, and genetic analyses. Each of these methods addresses different steps in the dispersal process that a single intensive study could not address. We applied the 3 methods to the case study of Atrytonopsis new species 1, a rare butterfly endemic to a partially urbanized stretch of barrier islands in North Carolina (U.S.A.). Results of behavioral analyses showed the butterfly flew into urban and forested areas, but not over open beach; mark-recapture showed that the butterfly dispersed successfully through short stretches of urban areas ( 5 km) were a dispersal barrier, but shorter stretches of urban areas (≤5 km) were not. Although results from all 3 methods indicated natural features in the landscape, not urbanization, were barriers to dispersal, when we combined the results we could determine where barriers might arise: forests restricted dispersal for the butterfly only when there were long stretches with no habitat. Therefore, urban areas have the potential to become a dispersal barrier if their extent increases, a finding that may have gone unnoticed if we had used a single approach. Protection of stepping stones should be sufficient to maintain connectivity for Atrytonopsis new species 1 at current levels of urbanization. Our research highlights how the use of complementary approaches for studying animal dispersal in fragmented landscapes can help identify conservation strategies.",10.1111/j.1523-1739.2011.01720.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052591446&doi=10.1111%2fj.1523-1739.2011.01720.x&partnerID=40&md5=6c144f94e432533d9061842e5e9ca532,25,2,combining measures of dispersal to identify conservation strategies in fragmented landscapes,10.1111/j.1523-1739.2011.01720.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052591446&doi=10.1111%2fj.1523-1739.2011.01720.x&partnerID=40&md5=6c144f94e432533d9061842e5e9ca532
1232,drew_08,MAYBE,Greer_1982_EnvironmentalManagement,"Greer, D.M.",1982,Urban waterfowl population: Ecological evaluation of management and planning,Environmental Management,"pastsearch, scopus",217,"An urban population of ducks in Puyallup, Washington, USA was studied for 14 consecutive months beginning in November 1978. Observations were made weekly from four study sites where ducks would congregate at early morning hours. Factors contributing to the presence of waterfowl in Puyallyup included abundant food supplies and a creek corridor that connected fragmented habitats in the urban area to the larger rural populations of waterfowl. Mallards (Anas platyrhynchos) were the most abundant of the 13 species observed and were the only ducks remaining during the nesting season. Habitat size and complexity were important factors influencing the species diversity of a particular site. Nesting success of mallards was poor due to limited distribution of nesting habitat, intraspecific aggression, and human disturbance. Both site-specific and more broad-based strategies are suggested for managing and planning for duck populations in urban areas. © 1982 Springer-Verlag New York Inc.",10.1007/BF01866885,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020136381&doi=10.1007%2fBF01866885&partnerID=40&md5=9045a14b016b0dc753dc782b72bb3890,6,1,urban waterfowl population: ecological evaluation of management and planning,10.1007/BF01866885,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020136381&doi=10.1007%2fBF01866885&partnerID=40&md5=9045a14b016b0dc753dc782b72bb3890
