STUDY_ID,REVIEWERS,INCLUDE,label,author,year,title_upd,journal,source,start_page,abstract,doi_upd,url_upd,volume,num_authors,title_prv,doi_prv,url_prv
697,drew_08,YES,Li_et_al_2022_Sustainability,"Li, Huiying and Liu, Dianfeng and Liu, Dianfeng and He, Jianhua",2022,Exploring Differentiated Conservation Priorities of Urban Green Space Based on Tradeoffs of Ecological Functions,Sustainability,pastsearch,1845,"Urban green space (UGS) can simultaneously provide social and ecological benefits for humans. Although numerous studies have evaluated the multifunctional benefits of urban green space, few of them have determined the differentiated conservation priorities of UGS towards the tradeoff relationship of multiple UGS functions. Here, we proposed an integrated framework to explore the targeted conservation strategies of UGS patches. Specifically, the circuit theory model and gravity floating catchment area method were adopted to evaluate ecological connectivity and spatial accessibility of UGS under multiple scenarios in terms of different species dispersal distances and resident travelling modes, and Pareto ranking analysis was utilized to identify conservation priorities of UGS. Wuhan City in central China was taken as a case study. The results show that Wuhan exhibits low synergic relationship of ecological connectivity and spatial accessibility of UGS, and only approximately 7.51% of UGS patches on average rank high. Based on the frequency of UGS Pareto ranks under different scenarios, the differentiated conservation strategy was developed, which identified 10 key green areas that need to be protected and 11 green areas that need to be restored. This work is expected to provide an applicable framework to identify key UGS patches and assist in urban planning and layout optimization of multifunctional UGS in Wuhan, China.",10/grsk7d,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2627843887?accountid=9894&bdid=29285&_bd=XNArMnAyn8CLkYNvpGXZG94X%2FCw%3D,14,4,exploring differentiated conservation priorities of urban green space based on tradeoffs of ecological functions,10/grsk7d,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2627843887?accountid=9894&bdid=29285&_bd=XNArMnAyn8CLkYNvpGXZG94X%2FCw%3D
701,drew_08,YES,Beckham_2016_ProquestDissertationsandTheses,"Beckham, Jessica L.",2016,The influence of urban green spaces on declining bumble bees (Hymenoptera: Apidae),Proquest Dissertations and Theses,"pastsearch, proquest",NA,"Bumble bees (Bombus spp.) are adept pollinators of countless cultivated and wild flowering plants, but many species have experienced declines in recent decades. Though urban sprawl has been implicated as a driving force of such losses, urban green spaces hold the potential to serve as habitat islands for bumble bees. As human populations continue to grow and metropolitan areas become larger, the survival of many bumble bee species will hinge on the identification and implementation of appropriate conservation measures at regional and finer scales. North Texas is home to some the fastest-growing urban areas in the country, including Denton County, as well as at least two declining bumble bee species (B. pensylvanicus and B. fraternus). Using a combination of field, molecular DNA and GIS methods I evaluated the persistence of historic bumble bee species in Denton County, and investigated the genetic structure and connectivity of the populations in these spaces. Field sampling resulted in the discovery of both B. pensylvanicus and B. fraternus in Denton County's urban green spaces. While the relative abundance of B. fraternus in these spaces was significantly lower than historic levels gleaned from museum records, that of B. pensylvanicus was significantly higher. Statistical analyses found that both bare ground and tree cover surrounding sample sites were negatively associated with numbers of bumble bee individuals and hives detected in these green spaces. Additionally, limited genetic structuring of bumble bee populations was detected, leading to the conclusion that extensive gene flow is occurring across populations in Denton County.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1870784009?accountid=9894&bdid=29285&_bd=gJ1M4%2FrgZM%2BD0DdMB1aqz%2BvvVg4%3D,NA,1,the influence of urban green spaces on declining bumble bees (hymenoptera: apidae),NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1870784009?accountid=9894&bdid=29285&_bd=gJ1M4%2FrgZM%2BD0DdMB1aqz%2BvvVg4%3D
702,drew_08,YES,Nelli_et_al_2022_JournalofAppliedEcology,"Nelli, L and Schehl, B and Stewart, RA and Scott, C and Ferguson, S and MacMillan, S and McCafferty, DJ",2022,Predicting habitat suitability and connectivity for management and conservation of urban wildlife: A real-time web application for grassland water voles,Journal of Applied Ecology,"wos, scopus, keyrevfwd, pastsearch",1072,"Natural habitats in urban areas provide benefits for both humans and biodiversity. However, to achieve biodiversity gains, we require new techniques to determine habitat suitability and ecological connectivity that will inform urban planning and development. Using an example of an urban population of water voles Arvicola amphibius, we developed a habitat suitability model and a resistance-surface-based model of landscape connectivity to identify potential connectivity between areas of suitable habitat. We then updated the environmental variables according to new urban development plans and used our models to generate spatially explicit predictions of both habitat suitability and connectivity. To make models accessible to urban and conservation planners, we developed an interactive mapping tool that provided users with a graphical user interface (GUI) to inform conservation planning for this species. The model found that habitat suitability for water voles was related to the proportion and distance from key environmental variables, such as built-up areas and urban green spaces, while the connectivity model identified important corridors connecting areas of potential distribution for this species. Future development plans altered the potential spatial distribution of the water vole population, reducing the extent of suitable habitat in some core areas. The interactive mapping tool made available suitable habitat and connectivity maps for conservation managers to assess new planning applications and for the development of a conservation action plan for water voles. Synthesis and applications. We believe this approach provides a framework for future development of nature conservation tools that can be used by planners to inform ecological decision-making, increase biodiversity and reduce human-wildlife conflict in urban environments.",10.1111/1365-2664.14118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124555508&doi=10.1111%2f1365-2664.14118&partnerID=40&md5=e044409945fd22f73d8ccb6cbb309d50,59,7,predicting habitat suitability and connectivity for management and conservation of urban wildlife: a real-time web application for grassland water voles,10.1111/1365-2664.14118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124555508&doi=10.1111%2f1365-2664.14118&partnerID=40&md5=e044409945fd22f73d8ccb6cbb309d50
706,drew_08,YES,Hepcan_2013_UrbanEcosystems,"Hepcan, Serif",2013,"Analyzing the pattern and connectivity of urban green spaces: A case study of Izmir, Turkey",Urban Ecosystems,pastsearch,279,"The primary concerns in this study were to quantify the connectivity and green space pattern using landscape metrics (PLAND, NP, AREA_MN and CONNECT) in the central districts of the city of Izmir. The primary research materials included thirteen 1:25,000 scale standard topographical maps and IKONOS satellite image with 1 m resolution. The PLAND scores revealed that while the urban fabric occupied almost 26 % of the study area, the urban green spaces covered only 1.45 %. This was also the lowest score in proportion to the areas of other land-use/cover classes. Furthermore, the results of NP and MPS indicated that the configuration of urban green spaces was very patchy and highly fragmented. Likewise, using CONNECT, the overall connectivity score of urban green spaces was 0.12, which was the lowest score of all areas measured the metrics. The Güzelbahçe district seemed to hold the most promise for connectivity, with a CONNECT score of 3.75. On the other hand, the Bornova district presented the least promising case in terms of connectivity, with a score of 0.59. In the study area, the correlations between the size of the districts/built-up areas and the CONNECT scores of the urban green spaces were found to be ""non-significant"" (P<0.01). The ultimate goals were to increase the amount of systematically planned urban green spaces and set up a green infrastructure in Izmir. In the case of Izmir, a master planning approach, which uses a systematic and comprehensive method to guide urban green spaces, is necessary to develop planning and design strategies for fully functional and multi-purpose urban green space systems.[PUBLICATION ABSTRACT]",10/f4wwd8,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1347648227?accountid=9894&bdid=29285&_bd=tFjz5kJqC8CWVwklB9MDc%2FSFhDU%3D,16,1,"analyzing the pattern and connectivity of urban green spaces: a case study of izmir, turkey",10/f4wwd8,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1347648227?accountid=9894&bdid=29285&_bd=tFjz5kJqC8CWVwklB9MDc%2FSFhDU%3D
724,drew_08,YES,Gecchele_et_al_2020_EcologyandEvolution,"Gecchele, LV and Pedersen, AB and Bell, M",2020,Fine-scale variation within urban landscapes affects marking patterns and gastrointestinal parasite diversity in red foxes,Ecology and Evolution,"wos, scopus, keyrevbwd, pastsearch",13796,"Urban areas are often considered to be a hostile environment for wildlife as they are highly fragmented and frequently disturbed. However, these same habitats can contain abundant resources, while lacking many common competitors and predators. The urban environment can have a direct impact on the species living there but can also have indirect effects on their parasites and pathogens. To date, relatively few studies have measured how fine-scale spatial heterogeneity within urban landscapes can affect parasite transmission and persistence. Here, we surveyed 237 greenspaces across the urban environment of Edinburgh (UK) to investigate how fine-scale variation in socio-economic and ecological variables can affect red fox (Vulpes vulpes) marking behavior, gastrointestinal (GI) parasite prevalence, and parasite community diversity. We found that the presence and abundance of red fox fecal markings were nonuniformly distributed across greenspaces and instead were dependent on the ecological characteristics of a site. Specifically, common foraging areas were left largely unmarked, which indicates that suitable resting and denning sites may be limiting factor in urban environments. In addition, the amount of greenspace around each site was positively correlated with overall GI parasite prevalence, species richness, and diversity, highlighting the importance of greenspace (a commonly used measure of landscape connectivity) in determining the composition of the parasite community in urban areas. Our results suggest that fine-scale variation within urban environments can be important for understanding the ecology of infectious diseases in urban wildlife and could have wider implication for the management of urban carnivores.",10.1002/ece3.6970,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096663713&doi=10.1002%2fece3.6970&partnerID=40&md5=ce5153ded85c1bbf30b1dc22129b39d4,10,3,fine-scale variation within urban landscapes affects marking patterns and gastrointestinal parasite diversity in red foxes,10.1002/ece3.6970,NA; html; html; html; core_fulltext
731,drew_08,YES,Terziyski_2003_Pqdt-Global,"Terziyski, Georgi Dimitrov",2003,"The effect of urbanisation on plant diversity: Comparative case studies in Bolton, UK and Sofia, Bulgaria",Pqdt - Global,"pastsearch, proquest",NA,"In the last few decades the importance of urban green space in terms of biodiversity conservation and sustainable development has been widely recognised. The planning decisions about urban green space, however, have been based mostly on two factors. Green areas that are perceived as more natural are generally seen as more valuable than those, like playing fields, which are heavily managed. The second factor is the degree of isolation; green spaces, which link together to form 'green corridors', are expected to be more valuable. One might also expect green spaces located within less built-up residential areas to be of higher quality than those within dense housing. This study investigated the relative importance of three factors on the plant diversity of urban green spaces in two case study areas: Bolton, UK and Sofia, Bulgaria. These were the position of the green spaces relative to housing of different densities; the type of green spaces, and level of management to which they had been subjected; and the effects of the size of the green space and whether they were connected to others. First, three residential morphology types (high, medium and low density) were delineated from maps and high-quality aerial photographs using Geographical Information Systems (GIS) software. The interpretation of aerial photographs showed that high density housing covers 18.0%, medium density 60% and low density 22% of the overall residential areas in Bolton. In Sofia the largest proportion was made up of low density housing (46%), followed by medium density (43%) and high density (11%). A set of 24 sampling plots positioned within the residential green spaces were selected in each of the case study areas. The focus of the study was the herbaceous component of grasslands. The four studied green space types were: parks and recreational gardens, playing fields (in Sofia substituted by roadside verges), derelict areas, and remnants of semi-natural vegetation. These green spaces could be grouped into two categories of management: managed and unmanaged. Overall 174 species of herbaceous angiosperms were identified in Bolton and 246 in Sofia. There were significant differences between the mean species numbers identified in the three housing densities in both case study areas. Least species rich were the green spaces within the high density residential areas. Most species were found in the medium density in Bolton and within the low density in Sofia. There were also differences between the types of green spaces. The most species were found in semi-natural remnants of vegetation and derelict areas. The managed green spaces were less species rich compared with unmanaged ones in both case study areas. A positive correlation was observed between the size of the green space and number of species in Bolton, but in Sofia, the lack of aerial photographs made this test impossible. The connectivity between the green spaces did not, however, correlate with their species richness. In conclusion, these results suggest that the size, management method, type and position within particular residential type are the important factors which determine plant diversity in urban areas. Connectivity between green spaces does not seem to affect diversity. Therefore, the negative effects of urbanisation may best be mitigated by better management of existing urban green space. The results also suggest, albeit tentatively, that the concept of the green corridor may not be that important for maintaining urban plant diversity. Further studies will continue to determine the effect of patch size and isolation on plant diversity.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1990596265?accountid=9894&bdid=29285&_bd=RD1o0cU9ejoACoqhtPhMCmIrDIg%3D,NA,1,"the effect of urbanisation on plant diversity: comparative case studies in bolton, uk and sofia, bulgaria",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1990596265?accountid=9894&bdid=29285&_bd=RD1o0cU9ejoACoqhtPhMCmIrDIg%3D
743,drew_08,YES,Unfried_2009_ProquestDissertationsandTheses,"Unfried, Thomas Mitchell",2009,Urban landscape relationships with song sparrow (Melospiza melodia) population structure and connectivity and human health and behavior,Proquest Dissertations and Theses,"pastsearch, proquest",NA,"Urbanization converts native vegetation to novel land cover types, which may affect population connectivity. I studied this relationship in Song Sparrows (Melospiza melodia) at 18 sites in the Seattle, WA, metropolitan region. Genetic differentiation was best predicted by resistance distances in which resistance to dispersal was linearly related to age of development and a second set of resistance distances in which high and medium urbanization were 100 times more resistant than vegetation land covers. My results suggest that urban development reduced population connectivity for Song Sparrows. The relation to development age suggests that genetic differentiation in the urban system has not yet reached equilibrium, so the effects of connectivity loss will increase. Urbanization can decrease habitat quality that can result in source-sink population dynamics I combined a study of demographic rates with genetic methods to study source-sink population dynamics in Song Sparrows. I estimated juvenile and adult survival from mark-recapture analysis and fecundity from territory success and fledgling counts. Directional gene flow was investigated by several genetic methods. The trend in Song Sparrow relative abundance revealed an intrinsic rate of increase of −7.8% annually, and four of 15 sampled populations had finite rates of increase (λ) significantly less than one. Net immigration estimated from genetic assignments was negatively correlated with λ. Net immigration or λ were not correlated with landscape or local habitat metrics. Genetic methods suggest that gene flow is common throughout the region, and Song Sparrows exhibit source-sink population dynamics. I collaborated with an interdisciplinary team to examine the influence of destinations within walking distance and vegetation on walking trips and body mass index (BMI) for residents of Seattle, WA. We measured accessibility and greenness, and self-reported destinations, natural features, walking trips, BMI were measured through a postal survey. Objective accessibility was related to walking trips per month, as was subjective greenness. In areas with high accessibility, BMI was lower in areas that had more greenness. Objective and subjective measurements of accessibility and greenness led to an understanding of variation among walking trips and BMI in different neighborhoods.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/305017381?accountid=9894&bdid=29285&_bd=VQgkHuF9ZodEsKQ1U6L0GKYk14Y%3D,NA,1,urban landscape relationships with song sparrow (melospiza melodia) population structure and connectivity and human health and behavior,NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/305017381?accountid=9894&bdid=29285&_bd=VQgkHuF9ZodEsKQ1U6L0GKYk14Y%3D
746,drew_08,YES,Luo_et_al_2022_UrbanForestryandUrbanGreening,"Luo, YH and Zhu, ZC and Wu, JS and Zhang, YA and Li, XC and Zhao, WQ and Yuan, Y and Duanmu, Z and Li, MY",2022,Exploring habitat patch clusters based on network community detection to identify restored priority areas of ecological networks in urban areas,Urban Forestry and Urban Greening,"wos, pastsearch",127771,"Ecological connectivity is the foundation of maintaining urban biodiversity and ecosystem health. Identifying and managing ecological (connectivity) networks can help maintain the stability of urban ecosystems. However, few studies have explored the cluster effect in the ecological network caused by the imbalance in connectivity strength between habitat patches, which is not conducive to the in-depth restoration of ecological networks. In the present study, a typical urban area, Shenzhen, was used as an example to analyze the important habitats in the city based on the focal species and to identify an ecological network. Habitat patch clusters in the ecological network were explored based on random walk network community detection. These are clusters of closely connected habitat lands. Finally, we analyzed existing urban policies for the protection of clusters and the points to be repaired in the network. The results showed that 50 ecological corridors connected 39 habitats in the study area, which further formed seven habitat patch clusters. Most of the clusters were well-protected by existing policies. Nineteen barrier points were identified between the clusters, and their restoration helped strengthen the connectivity between clusters. This study provides a reference for future urban ecological restoration.",10.1016/j.ufug.2022.127771,NA,78,9,exploring habitat patch clusters based on network community detection to identify restored priority areas of ecological networks in urban areas,10.1016/j.ufug.2022.127771,NA
764,drew_08,YES,Shobe_2021_ProquestDissertationsandTheses,"Shobe, Beatriz Bridget Manon",2021,The Impact of Urban Forest Corridors on the Richness of Urban Bird Populations in Baltimore Forest Patches,Proquest Dissertations and Theses,"pastsearch, proquest",NA,"Chapter one reviews what is known about animal movement patterns in an urban ecology context and how that knowledge is obtained. Several of the analytical programs used to assess movement are examined as well as strategies and technologies on gathering empirical movement data. Dominant paradigms used in understanding movement patterns across heterogenous urban habitat patches are also examined and evaluated. Chapter two then examines movement directly by assessing fragmented urban forested areas, including urban forested corridors, connected forested patches, and isolated forested patches. We attempt to assess connectivity from a species perspective and document the way in which species interact with heterogeneous urban landscape matrices. Urban corridors across Baltimore City are closely examined throughout the Summer of 2020. Using point counts and vegetation data, the effects of corridors on bird species richness are analyzed. I found that corridors contribute to urban biodiversity by providing habitat as well as mitigating the effects of nearby impervious surfaces associated with urban development.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2570368401?accountid=9894&bdid=29285&_bd=Qc%2BRqaFsoaBCLapPwD21g5%2FZ7u0%3D,NA,1,the impact of urban forest corridors on the richness of urban bird populations in baltimore forest patches,NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2570368401?accountid=9894&bdid=29285&_bd=Qc%2BRqaFsoaBCLapPwD21g5%2FZ7u0%3D
767,drew_08,YES,Brown_2015_Pqdt-UkandIreland,"Brown, Grant R.",2015,Garden life: the influence of garden age and area on the biodiversity of ground active arthropods,Pqdt - Uk and Ireland,"pastsearch, proquest",NA,"Urbanisation is a global issue, and rapidly gaining attention from researchers as a major cause of biodiversity loss. Gardens represent a considerable proportion of the urban landscape in the UK and have significant potential to promote urban biodiversity and reduce species loss providing they can be designed and managed appropriately. This research focused on gardens in St Andrews, Scotland, and investigated the influence of environmental variables such as age and area on arachnid and beetle biodiversity with the aim of identifying key predictors of arthropod species richness in urban environments. The key result of this research was that the age and area of individual gardens was not a strong predictor of ground active arthropod biodiversity. This suggests that more recently developed or smaller gardens can contribute to the overall urban region species richness pool as well as larger or more ancient gardens. The most important predictor of ground active arachnid and beetle species richness was the proportion of porous (or 'green') habitat surrounding each garden, and suggested that urban density and habitat connectivity at the regional scale are of key importance. In general, variables measured within gardens (e.g. the provision of microhabitats such as leaf litter, non-managed vegetation, etc.) did not exert any measurable effect on the biodiversity of arachnids or beetles. The findings of this research suggest that the regional availability of heterogeneous greenspace habitat is of high importance for promoting and maintaining urban arthropod biodiversity.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1784061178?accountid=9894&bdid=29285&_bd=K7DQ%2BRmLlU5Yrf3Yafc2HsPPkuI%3D,NA,1,garden life: the influence of garden age and area on the biodiversity of ground active arthropods,NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1784061178?accountid=9894&bdid=29285&_bd=K7DQ%2BRmLlU5Yrf3Yafc2HsPPkuI%3D
769,drew_08,YES,Schütz_2018_AvianResearch,"Schütz, Claudia and Schulze, Christian H",2018,Park size and prey density limit occurrence of Eurasian Sparrowhawks in urban parks during winter,Avian Research,"pastsearch, wos, scopus, pastsearch",n/a,"Background Eurasian Sparrowhawks (Accipiter nisus) increasingly represent successful city-dwellers. Thereby, a rich food supply indicated by high numbers of small birds is believed to be the key driver for this bird-eating raptor species to settle in urban environments. However, as small passerine birds show particularly strong antipredator responses, sparrowhawks may not simply focus on patches of highest prey densities, but rather respond strategically to prey behavior, raising the importance of other parameters in determining the occurrence within urban landscapes.Methods To deepen our knowledge on habitat requirements of urban sparrowhawks, bird surveys were carried out during winter between December 2005 and January 2017 in 36 city parks in Vienna, Austria. Besides food supply also park size, canopy heterogeneity and the connectivity with other green spaces were considered.Results Occurrence of sparrowhawks was positively affected by increasing park size, prey density and the interaction between both. Bird feeder density and park connectivity with other green spaces were of minor importance in explaining the presence of this species. Canopy heterogeneity didn’t affect city park occupancy by Eurasian Sparrowhawks.Conclusions Our results suggest that large city parks, particularly when characterized by high prey densities, substantially contribute to protect and preserve ecologically important bird species such as raptors within the urban environment—a landscape already struggling with biodiversity losses and functional homogenization.",10/gfcckm,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2122922899?accountid=9894&bdid=29285&_bd=VbOVOCbLNN0nd5bLcWED4KqKD3A%3D,9,2,park size and prey density limit occurrence of eurasian sparrowhawks in urban parks during winter,10/gfcckm,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2122922899?accountid=9894&bdid=29285&_bd=VbOVOCbLNN0nd5bLcWED4KqKD3A%3D
772,drew_08,YES,Choquette_2011_ProquestDissertationsandTheses,"Choquette, Jonathan Daniel",2011,Reconnecting rattlers: Identifying potential connectivity for an urban population of Eastern Massasauga Rattlesnakes,Proquest Dissertations and Theses,"pastsearch, proquest",NA,"In an urbanizing region of Southwestern Ontario, a declining population of Eastern Massasauga Rattlesnakes (Sistrurus catenatus catenatus) persists in taligrass prairie remnants. Maintaining an adequate level of landscape connectivity is a recommended strategy to encourage dispersal between habitat patches and to reduce the extinction risk of this genetically and ecologically distinct population. The goal of this study was to identify potential connectivity pathways between habitat patches for this species by using a GIS least-cost model and to evaluate the outputs with road mortality data. Results identified seven pathways between five core habitat patches which were validated with aerial imagery and mortality data. A subset of pathways requires further study. This research will guide the location of interventions aimed at increasing connectivity for this species, provide a basis for connectivity design for other species within the study landscape, and inform the use of a modelling approach to connectivity analysis in urban landscapes.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/902890831?accountid=9894&bdid=29285&_bd=W8PNk%2BuB3xuHKTaikauJx4sqjzI%3D,NA,1,reconnecting rattlers: identifying potential connectivity for an urban population of eastern massasauga rattlesnakes,NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/902890831?accountid=9894&bdid=29285&_bd=W8PNk%2BuB3xuHKTaikauJx4sqjzI%3D
782,drew_08,YES,Burnette_2016_ProquestDissertationsandTheses,"Burnette, Riley",2016,"Response of waterbird communities to habitat and landscape structure along an urban gradient in Phoenix, Arizona",Proquest Dissertations and Theses,"pastsearch, proquest",NA,"Urban riparian corridors have the capacity to maintain high levels of abundance and biodiversity. Additionally, urban rivers also offer environmental amenities and can be catalysts for social and economic revitalization in human communities. Despite its importance for both humans and wildlife, blue space in cities used by waterbirds has received relatively little focus in urban bird studies. My principal objective was to determine how urbanization and water availability affect waterbird biodiversity in an arid city. I surveyed 36 transects stratified across a gradient of urbanization and water availability along the Salt River, a LTER long-term study system located in Phoenix, Arizona. Water physiognomy (shape and size) was the largest factor in shaping the bird community. Connectivity was an important element for waterbird diversity, but not abundance. Urbanization had guild-specific effects on abundance but was not important for waterbird diversity. Habitat-level environmental characteristics were more important than land use on waterbird abundance, as well as diversity. Diving and fish-eating birds were positively associated with large open bodies of water, whereas dabbling ducks, wading birds, and marsh species favored areas with large amounts of shoreline and emergent vegetation. My study supports that Phoenix blue space offers an important subsidy to migrating waterbird communities; while alternative habitat is not a replacement, it is important to consider as part of the larger conservation picture as traditional wetlands decline. Additionally, arid cities have the potential to support high levels of waterbird biodiversity, heterogeneous land use matrix can be advantageous in supporting regional diversity, and waterbirds are tolerant of urbanization if proper resources are provided via the habitat. The implications of this study are particularly relevant to urban planning in arid cities; Phoenix alone contains over 1,400 bodies of water, offering the opportunity to design and improve urban blue space to optimize potential habitat while providing public amenities.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1796864371?accountid=9894&bdid=29285&_bd=q%2FGCfVOknRoiqtxYkFOIS6%2F1%2B3k%3D,NA,1,"response of waterbird communities to habitat and landscape structure along an urban gradient in phoenix, arizona",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1796864371?accountid=9894&bdid=29285&_bd=q%2FGCfVOknRoiqtxYkFOIS6%2F1%2B3k%3D
790,drew_08,YES,Stillfried_et_al_2017_JournalofAppliedEcology,"Stillfried, M and Fickel, J and Borner, K and Wittstatt, U and Heddergott, M and Ortmann, S and Kramer-Schadt, S and Frantz, AC",2017,"Do cities represent sources, sinks or isolated islands for urban wild boar population structure?",Journal of Applied Ecology,"wos, scopus, pastsearch",272,"Urban sprawl has resulted in the permanent presence of large mammal species in urban areas, leading to human-wildlife conflicts. Wild boar Sus scrofa are establishing a permanent presence in many cities in Europe, with the largest German urban population occurring in Berlin. Despite their relatively long-term presence, there is little knowledge of colonization processes, dispersal patterns or connectivity of Berlin's populations, hampering the development of effective management plans. We used 13 microsatellite loci to genotype 387 adult and subadult wild boar from four urban forests, adjacent built-up areas and the surrounding rural forests. We applied genetic clustering algorithms to analyse the population genetic structure of the urban boar. We used approximate Bayesian computation to infer the boar's colonization history of the city. Finally, we used assignment tests to determine the origin of wild boar hunted in the urban built-up areas. The animals in three urban forests formed distinct genetic clusters, with the remaining samples all being assigned to one rural population. One urban cluster was founded by individuals from another urban cluster rather than by rural immigrants. The wild boar that had been harvested within urban built-up areas was predominantly assigned to the rural cluster surrounding the urban area, rather than to one of the urban clusters.Synthesis and applications. Our results are likely to have an immediate impact on management strategies for urban wild board populations in Berlin, because they show that there are not only distinct urban clusters, but also ongoing source-sink dynamics between urban and rural areas. It is therefore essential that the neighbouring Federal States of Berlin and Brandenburg develop common hunting plans to control the wild boar population and reduce conflicts in urban areas.",10.1111/1365-2664.12756,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988030232&doi=10.1111%2f1365-2664.12756&partnerID=40&md5=7eb23df1c8106d93fee85d16eb819dcc,54,8,"do cities represent sources, sinks or isolated islands for urban wild boar population structure?",10.1111/1365-2664.12756,http://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12756/abstract; https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.12756%4010.1111/%28ISSN%291365-2664.WILDLIFE_MANAGEMENT; https://onlinelibrary.wiley.com/doi/abs/10.1111/1365-2664.12756; https://besjournals.onlinelibrary.wiley.com/doi/epdf/10.1111/1365-2664.12756; https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.12756; https://zslpublications.onlinelibrary.wiley.com/doi/10.1111/1365-2664.12756
804,drew_08,YES,Temple_2020_ProquestDissertationsandTheses,"Temple, Amanda Hilary",2020,"Wildlife Connectivity Modeling for the Northern Red-legged Frog in the Portland Metropolitan Area, Oregon",Proquest Dissertations and Theses,"pastsearch, proquest",NA,"Effective habitat connectivity tools that use GIS data perform well in remote areas but may not be as dependable in urban environments. My goal was to study uses and limitations of a conservation management tool in development, the Metro Regional Habitat Connectivity Toolkit, which evaluates connectivity for and permeability of wildlife movement. Habitat quality scores are generated from GIS-derived and field collected data such as connectivity patch/matrix characteristics, water source, vegetation, other structural components, wildlife observations, and human disturbance at survey sites. I compared GIS and field generated habitat quality scores for the Northern Red-legged Frog (Rana aurora) in urbanizing Gresham East Buttes, Oregon. Using Spearman’s ranked correlation, there was low positive correlation between GIS and field scores indicating the two scores assess different types of data. The magnitude of difference between these scores had no interdependence along a development gradient. Assessment of Northern Red-legged Frog locations in Forest Park, resulted in habitat quality scores which were sensitive to the presence or visibility of water sources and other structural components such as woody debris. These findings indicate the need for repeat field surveys, and the importance of field-collected data’s unique contributions which ensure crucial wildlife dispersal is protected in rapidly changing environments. To give regional conservation managers confidence in applying connectivity tools in urbanizing environments, I compared a predictive Circuitscape connectivity model to additional field collected data such as habitat quality, and distance between aquatic-terrestrial habitats using aquatic egg mass surveys for Northern Red-legged Frog. Further genetic and demographic studies are recommended to fully discern the implications of these findings and to protect this Oregon state strategy species that utilizes at-risk aquatic and terrestrial connections during its annual migrations.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2406919816?accountid=9894&bdid=29285&_bd=sg8bLAk1DSid8MOHgv9gix9zlJQ%3D,NA,1,"wildlife connectivity modeling for the northern red-legged frog in the portland metropolitan area, oregon",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2406919816?accountid=9894&bdid=29285&_bd=sg8bLAk1DSid8MOHgv9gix9zlJQ%3D
