studyID,Study_no,ES_no,Title,FirstAuth,Pub_year,Pub_type,Pub_name,DOI,City,Country,Study_year,Study_class,Study_order,Study_spec,Study_effect,Conn_type,Conn_metric,Conn_buffer,Conn_feat,Conn_lcclass,Conn_tool,r_metric,r_method,corr_type,mi,ri,ti,fi,pi,bi,var_sdi,var_type,R2i,ni,n_type,NOTES,yi,vi,rcorr_type
Oliver_2011_9,9,29,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999-07,aves,NA,breeding birds,associative,structural,area developed in buffer,1,area,grey,GIS,species richness,local society survey,pearson,NA,0.33,NA,NA,NA,NA,NA,NA,NA,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",0.3428282544153939,0.058823529411764705,full
Oliver_2011_9,9,30,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999-07,aves,NA,migratory birds,associative,structural,area developed in buffer,1,area,grey,GIS,species richness,local society survey,pearson,NA,0.55,NA,NA,NA,NA,NA,NA,NA,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",0.6183813135744636,0.058823529411764705,full
Oliver_2011_9,9,31,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999-07,aves,NA,wintering birds,associative,structural,area developed in buffer,1,area,grey,GIS,species richness,local society survey,pearson,NA,0.47,NA,NA,NA,NA,NA,NA,NA,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",0.5100703366133073,0.058823529411764705,full
Oliver_2011_9,9,32,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999-07,aves,NA,breeding birds,associative,structural,area developed in buffer,5,area,grey,GIS,species richness,local society survey,pearson,NA,0.46,NA,NA,NA,NA,NA,NA,NA,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",0.497311287572031,0.058823529411764705,full
Oliver_2011_9,9,33,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999-07,aves,NA,migratory birds,associative,structural,area developed in buffer,5,area,grey,GIS,species richness,local society survey,pearson,NA,0.53,NA,NA,NA,NA,NA,NA,NA,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",0.5901451598411885,0.058823529411764705,full
Oliver_2011_9,9,34,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999-07,aves,NA,wintering birds,associative,structural,area developed in buffer,5,area,grey,GIS,species richness,local society survey,pearson,NA,0.55,NA,NA,NA,NA,NA,NA,NA,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",0.6183813135744636,0.058823529411764705,full
Oliver_2011_9,9,35,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999-07,aves,NA,breeding birds,associative,structural,area developed in patch,NA,area,grey,GIS,species richness,local society survey,pearson,NA,0.41,NA,NA,NA,NA,NA,NA,NA,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",0.43561122323622437,0.058823529411764705,full
Oliver_2011_9,9,36,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999-07,aves,NA,migratory birds,associative,structural,area developed in patch,NA,area,grey,GIS,species richness,local society survey,pearson,NA,0.71,NA,NA,NA,NA,NA,NA,NA,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",0.8871838632580928,0.058823529411764705,full
Oliver_2011_9,9,37,"Avifauna richness enhanced in large, isolated urban parks",Oliver,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.04.007,St. Louis,United States,1999-07,aves,NA,wintering birds,associative,structural,area developed in patch,NA,area,grey,GIS,species richness,local society survey,pearson,NA,0.59,NA,NA,NA,NA,NA,NA,NA,20,sites - parks,"No extractable data from the models, using pearson correlations instead.",0.6776660677579618,0.058823529411764705,full
Öckinger_2009_12,12,42,The importance of fragmentation and habitat quality of urban grasslands for butterfly diversity,Öckinger,2009,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2009.05.021,Malmo,Sweden,2006,insecta,lepidoptera,NA,associative,structural,area greenspace in buffer,1,area,green,GIS,species richness,transect survey,pearson,NA,0.31,NA,NA,NA,NA,NA,NA,NA,20,sites - samples,extracted from figure3,0.3205454093019461,0.058823529411764705,full
Calder_2015_14,14,59,"Urban land use does not limit weaver bird movements between wetlands in Cape Town, South Africa",Calder,2015,journalarticle,Biological Conservation,10.1016/j.biocon.2015.04.021,Cape Town,South Africa,2007-13,aves,passeriformes,ploceidae,associative,structural,mean inverse patch distance,NA,area-weighted distance,green,GIS,movement,site survey,pearson,NA,0.56,4.28,NA,NA,NA,NA,NA,NA,42,sites - wetland,"Conn Movement INTO patch. Tagged and released for reobservation, proximity index based on Esselstyn et al. 2004. High values indicate more connectivity, low values indicate isolation.",0.632833186665638,0.02564102564102564,full
Calder_2015_14,14,60,"Urban land use does not limit weaver bird movements between wetlands in Cape Town, South Africa",Calder,2015,journalarticle,Biological Conservation,10.1016/j.biocon.2015.04.021,Cape Town,South Africa,2007-13,aves,passeriformes,ploceidae,associative,structural,mean inverse patch distance,NA,area-weighted distance,green,GIS,movement,site survey,pearson,NA,0.6,4.71,NA,NA,NA,NA,NA,NA,42,sites - wetland,"Movement OUT of patch. Tagged and released for reobservation, proximity index based on Esselstyn et al. 2004. High values indicate more connectivity, low values indicate isolation.",0.6931471805599453,0.02564102564102564,full
App_2022_25,25,118,Making the case for gardens: Estimating the contribution of urban gardens to habitat provision and connectivity based on hedgehogs (Erinaceus europaeus),App,2022,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2021.104347,Braunschweig,Germany,2020,mammalia,eulipotyphla,european hedgehog,comparative,functional,current flow,NA,resistance,green,circuitscape,occurrence,citizen science,pearson,NA,0.25,NA,NA,NA,NA,0.0406-0.4389,CI,NA,86,sites - gardens,correlation coefficient calculated from means and standard deviations,0.2554128118829953,0.012048192771084338,full
Balbi_2021_26,26,119,Least‐cost path analysis for urban greenways planning: A test with moths and birds across two habitats and two cities,Balbi,2021,journalarticle,Journal of Applied Ecology,10.1111/1365-2664.13800,Rennes,France,2016,aves,passeriformes,forest birds,comparative,functional,least-cost path,NA,resistance,green,GIS,abundance,mark-release-recapture,pearson,NA,0.84,NA,NA,NA,NA,0.0942-0.9822,CI,NA,6,sites - sampled,correlation coefficient calculated from means and standard deviations,1.2211735176846021,0.3333333333333333,full
Hyseni_2021_27,27,120,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,journalarticle,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,associative,functional,inverse resistance distance,NA,resistance,green,circuitscape,species richness,site survey,pearson,NA,0.49,NA,6.01,0.02,NA,NA,NA,0.24,21,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 39.3 [24-52.4] median +25-75%,0.5360603366105666,0.05555555555555555,full
Hyseni_2021_27,27,121,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,journalarticle,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,associative,functional,inverse resistance distance,NA,resistance,green,circuitscape,species richness,site survey,pearson,NA,-0.2,NA,0.45,0.51,NA,NA,NA,0.02,18,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 4.6 [1.4-8.4] median +25-75%,-0.2027325540540822,0.06666666666666667,full
Hyseni_2021_27,27,122,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,journalarticle,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,associative,functional,inverse resistance distance,NA,resistance,green,circuitscape,species richness,site survey,pearson,NA,0.4,NA,5,0.03,NA,NA,NA,0.16,28,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 10.4 [5.8-16] median +25-75%,0.42364893019360184,0.04,full
Hyseni_2021_27,27,123,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,journalarticle,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,associative,functional,inverse resistance distance,NA,resistance,green,circuitscape,pielou evenness,site survey,pearson,NA,0,NA,0,0.99,NA,NA,NA,0,21,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 39.3 [24-52.4] median +25-75%,0,0.05555555555555555,full
Hyseni_2021_27,27,124,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,journalarticle,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,associative,functional,inverse resistance distance,NA,resistance,green,circuitscape,pielou evenness,site survey,pearson,NA,0.08,NA,0.3,0.59,NA,NA,NA,0.02,18,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 4.6 [1.4-8.4] median +25-75%,0.08017132503758968,0.06666666666666667,full
Hyseni_2021_27,27,125,The importance of blue and green landscape connectivity for biodiversity in urban ponds,Hyseni,2021,journalarticle,Basic and Applied Ecology,10.1016/j.baae.2021.10.004,Stockholm,Sweden,2019,insecta,NA,NA,associative,functional,inverse resistance distance,NA,resistance,green,circuitscape,pielou evenness,site survey,pearson,NA,0.29,NA,2.09,0.16,NA,NA,NA,0.07,28,sites - ponds,Might have to inverse the relationship for comparisons; ponds surrounded by proportion artificial in 250m buffer = 10.4 [5.8-16] median +25-75%,0.29856626366017835,0.04,full
Loss_2009_28,28,126,"Relationships between avian diversity, neighborhood age, income, and environmental characteristics of an urban landscape",Loss,2009,journalarticle,Biological Conservation,10.1016/j.biocon.2009.06.004,Chicago,United States,2005-06,aves,NA,NA,associative,structural,area developed in patch,NA,area,grey,GIS,species richness,site survey,pearson,NA,-0.35,NA,NA,NA,NA,NA,NA,0.13,42,sites - patch,"data extracted from figure2, connectivity metric is reversed (it was prop. Undeveloped)",-0.3654437542713961,0.02564102564102564,full
Loss_2009_28,28,127,"Relationships between avian diversity, neighborhood age, income, and environmental characteristics of an urban landscape",Loss,2009,journalarticle,Biological Conservation,10.1016/j.biocon.2009.06.004,Chicago,United States,2005-06,aves,NA,NA,associative,structural,mean distance to patches >1km,NA,area-weighted distance,green,GIS,species richness,site survey,pearson,NA,-0.37,NA,NA,NA,NA,NA,NA,0.14,42,sites - patch,"data extracted from figure2, connectivity metric distance to natural areas",-0.3884230997182962,0.02564102564102564,full
Melo_2021_29,29,128,Influence of Urban Landscape on Ants and Spiders Richness and Composition in Forests,Melo,2021,journalarticle,Neotropical Entomology,10.1007/s13744-020-00824-4,Salvador,Brazil,2012,arachnida,araneae,NA,associative,structural,mean euclidean nearest neighbour distance,2.25,area-weighted distance,green,fragstats,species richness,winkler trap,pearson,NA,-0.71,NA,NA,NA,NA,NA,NA,0.44,14,sites - patch,data extracted from figure 4,-0.8871838632580928,0.09090909090909091,full
Melo_2021_29,29,129,Influence of Urban Landscape on Ants and Spiders Richness and Composition in Forests,Melo,2021,journalarticle,Neotropical Entomology,10.1007/s13744-020-00824-4,Salvador,Brazil,2012,arachnida,araneae,NA,associative,structural,landscape forest proportion,2.25,area,green,fragstats,species richness,winkler trap,pearson,NA,0.84,NA,NA,NA,NA,NA,NA,0.7,14,sites - patch,data extracted from figure 4,1.2211735176846021,0.09090909090909091,full
Melo_2021_29,29,132,Influence of Urban Landscape on Ants and Spiders Richness and Composition in Forests,Melo,2021,journalarticle,Neotropical Entomology,10.1007/s13744-020-00824-4,Salvador,Brazil,2012,arachnida,araneae,NA,associative,structural,mean euclidean nearest neighbour distance,2,area-weighted distance,green,fragstats,species functional diversity,winkler trap,pearson,NA,-0.66,NA,NA,NA,NA,NA,NA,0.44,14,sites - patch,data extracted from figure 4,-0.7928136318701909,0.09090909090909091,full
Turrini_2015_30,30,136,A landscape ecology approach identifies important drivers of urban biodiversity,Turrini,2015,journalarticle,Global Change Biology,10.1111/gcb.12825,Zurich,Switzerland,2011,insecta,hemiptera,heteroptera,associative,potential,incidence function measure,0.1,distance-weighted area,green,GIS,species richness,suction trap,pearson,NA,0.4,NA,NA,0.05,NA,NA,NA,NA,31,sites - birch trees,data from figure 1g; Hanski index,0.42364893019360184,0.03571428571428571,full
Turrini_2015_30,30,137,A landscape ecology approach identifies important drivers of urban biodiversity,Turrini,2015,journalarticle,Global Change Biology,10.1111/gcb.12825,Zurich,Switzerland,2011,insecta,hemiptera,heteroptera,comparative,structural,connectivity index,0.1,other,NA,GIS,abundance,suction trap,pearson,NA,-0.33,NA,NA,NA,NA,NA,NA,NA,18,sites - birch trees,data from figure 1h; binary isolation factor based on mean number of trees within 100m,-0.3428282544153939,0.06666666666666667,full
Turrini_2015_30,30,138,A landscape ecology approach identifies important drivers of urban biodiversity,Turrini,2015,journalarticle,Global Change Biology,10.1111/gcb.12825,Zurich,Switzerland,2011,insecta,coleoptera,NA,comparative,structural,connectivity index,0.1,other,NA,GIS,abundance,suction trap,pearson,NA,0.13,NA,NA,NA,NA,NA,NA,NA,18,sites - birch trees,data from figure 1h; binary isolation factor based on mean number of trees within 100m,0.13073985002887845,0.06666666666666667,full
Turrini_2015_30,30,139,A landscape ecology approach identifies important drivers of urban biodiversity,Turrini,2015,journalarticle,Global Change Biology,10.1111/gcb.12825,Zurich,Switzerland,2011,insecta,hemiptera,Cicadellidae,comparative,structural,connectivity index,0.1,other,NA,GIS,abundance,suction trap,pearson,NA,-0.02,NA,NA,NA,NA,NA,NA,NA,18,sites - birch trees,data from figure 1h; binary isolation factor based on mean number of trees within 100m,-0.020002667306849582,0.06666666666666667,full
Guo_2019_31,31,140,Bird Communities in Urban Riparian Areas: Response to the Local- and Landscape-Scale Environmental Variables,Guo,2019,journalarticle,Forests,10.3390/f10080683,Beijing,China,2016-17,aves,NA,NA,associative,potential,delta probability of connectivity,5,area-weighted probability,green,conefor sensinode,species richness,transect survey,pearson,NA,0.53,NA,NA,0.05,NA,NA,NA,NA,18,sites - sampled,response metrics based on annual estimate at 5 km distance for dPC,0.5901451598411885,0.06666666666666667,full
Guo_2019_31,31,141,Bird Communities in Urban Riparian Areas: Response to the Local- and Landscape-Scale Environmental Variables,Guo,2019,journalarticle,Forests,10.3390/f10080683,Beijing,China,2016-17,aves,NA,NA,associative,potential,delta probability of connectivity,5,area-weighted probability,green,conefor sensinode,abundance,transect survey,pearson,NA,0.48,NA,NA,0.05,NA,NA,NA,NA,18,sites - sampled,response metrics based on annual estimate at 5 km distance for dPC,0.5229842775913438,0.06666666666666667,full
Guo_2019_31,31,142,Bird Communities in Urban Riparian Areas: Response to the Local- and Landscape-Scale Environmental Variables,Guo,2019,journalarticle,Forests,10.3390/f10080683,Beijing,China,2016-17,aves,NA,NA,associative,potential,delta probability of connectivity,5,area-weighted probability,green,conefor sensinode,shannon diversity,transect survey,pearson,NA,0.44,NA,NA,NA,NA,NA,NA,NA,18,sites - sampled,response metrics based on annual estimate at 5 km distance for dPC,0.47223080442042564,0.06666666666666667,full
Lampinen_2019_33,33,153,"Disturbance, microclimate and historical habitat connectivity determine the population performance of the threatened grassland specialist Carex caryophyllea in remnant grasslands",Lampinen,2019,journalarticle,Nordic Journal of Botany,10.1111/njb.02175,Turku,Finland,2015,plantae,poales,Carex caryophyllea,associative,structural,incidence function measure,0.5,distance-weighted area,green,GIS,reproductive output,site survey,pearson,NA,0.13,NA,NA,NA,NA,NA,NA,NA,43,sites - sampled,connectivity metric based on Moilanen and Nieminen; inflorescences per plant = reproductive output,0.13073985002887845,0.025,full
Lampinen_2019_33,33,154,"Disturbance, microclimate and historical habitat connectivity determine the population performance of the threatened grassland specialist Carex caryophyllea in remnant grasslands",Lampinen,2019,journalarticle,Nordic Journal of Botany,10.1111/njb.02175,Turku,Finland,2015,plantae,poales,Carex caryophyllea,associative,structural,incidence function measure,0.5,distance-weighted area,green,GIS,population size,site survey,pearson,NA,-0.03,NA,NA,NA,NA,NA,NA,NA,43,sites - sampled,shoot coverage of sampled area (25m2 plots),-0.030009004863126475,0.025,full
Muratet_2013_34,34,155,Evaluation of landscape connectivity at community level using satellite-derived NDVI,Muratet,2013,journalarticle,Landscape Ecology,10.1007/s10980-012-9817-1,Paris,France,2002,plantae,NA,NA,associative,functional,current flow,2.25,resistance-weighted graph network,NA,GIS,bray-curtis dissimilarity,site survey,pearson,NA,-0.68,NA,NA,NA,NA,NA,NA,NA,21,sites - patch,Heterogenous matrix. landscape metric of maximum current connecting patches. Steps of movement for 15mx15m grid cells CONVERTED TO METERS,-0.8291140383017662,0.05555555555555555,full
Muratet_2013_34,34,156,Evaluation of landscape connectivity at community level using satellite-derived NDVI,Muratet,2013,journalarticle,Landscape Ecology,10.1007/s10980-012-9817-1,Paris,France,2002,plantae,NA,NA,associative,functional,shortest-euclidean distance connecting patches,3.75,resistance-weighted graph network,NA,GIS,bray-curtis dissimilarity,site survey,pearson,NA,0.56,NA,NA,NA,NA,NA,NA,NA,21,sites - patch,Heterogenous matrix. Connectivity metric is based on a network of patches; 'shortest' distance that connects the network patches. Steps of movement for 15mx15m grid cells CONVERTED TO METERS,0.632833186665638,0.05555555555555555,full
Muratet_2013_34,34,157,Evaluation of landscape connectivity at community level using satellite-derived NDVI,Muratet,2013,journalarticle,Landscape Ecology,10.1007/s10980-012-9817-1,Paris,France,2002,plantae,NA,NA,associative,structural,current flow,500,graph network,NA,GIS,bray-curtis dissimilarity,site survey,pearson,NA,-0.47,NA,NA,NA,NA,NA,NA,NA,21,sites - patch,Homogenous matrix. landscape metric of maximum current connecting patches. Resistance to flow is EQUAL for all links and patches.,-0.5100703366133073,0.05555555555555555,full
Muratet_2013_34,34,158,Evaluation of landscape connectivity at community level using satellite-derived NDVI,Muratet,2013,journalarticle,Landscape Ecology,10.1007/s10980-012-9817-1,Paris,France,2002,plantae,NA,NA,associative,structural,shortest-euclidean distance connecting patches,750,graph network,NA,GIS,bray-curtis dissimilarity,site survey,pearson,NA,0.51,NA,NA,NA,NA,NA,NA,NA,21,sites - patch,Homogenous matrix. Connectivity metric is based on a network of patches; 'shortest' distance that connects the network patches,0.5627297693521489,0.05555555555555555,full
Dri_2021_37,37,165,Estimating the impacts of habitat loss induced by urbanization on bird local extinctions,Dri,2021,journalarticle,Biological Conservation,10.1016/j.biocon.2021.109064,Florianopolis,Brazil,2018,aves,NA,NA,associative,structural,patch degree of centrality,NA,graph network,green,QGIS,species richness,site survey,pearson,NA,0.17,NA,NA,0.27,NA,NA,NA,NA,43,sites - patch,calculated from raw data in suppl. table1,0.1716666635005791,0.025,full
Fitzgibbon_2007_40,40,174,The importance of functional connectivity in the conservation of a ground-dwelling mammal in an urban Australian landscape,Fitzgibbon,2007,journalarticle,Landscape Ecology,10.1007/s10980-007-9139-x,Brisbane,Australia,2001,mammalia,Peramelemorphia,bandicoot,associative,functional,functional connectivity index,NA,resistance,green,GIS,occurrence,site survey,pearson,NA,0.56,NA,NA,NA,NA,NA,NA,NA,68,sites - patch,"connectivity metric is sorta like Hanski, but with weighted resistance distances. Correlation calculated from X2 value.",0.632833186665638,0.015384615384615385,full
Evans_2017_42,42,176,Dispersal in the Urban Matrix: Assessing the Influence of Landscape Permeability on the Settlement Patterns of Breeding Songbirds,Evans,2017,journalarticle,Frontiers in Ecology and Evolution,10.3389/fevo.2017.00063,"Washington, D.C.",United States,2011,aves,passeriformes,Turdus migratorius,comparative,functional,current flow,1.5,resistance,green,gDistance,occurrence,site survey,pearson,NA,0.13,NA,NA,NA,NA,NA,NA,NA,103,sites - sampled,Authors describe 'permeability' but it is equivelent to current flow; correlation coefficient calculated from means and 95%CI from figure 3.,0.13073985002887845,0.01,full
Evans_2017_42,42,177,Dispersal in the Urban Matrix: Assessing the Influence of Landscape Permeability on the Settlement Patterns of Breeding Songbirds,Evans,2017,journalarticle,Frontiers in Ecology and Evolution,10.3389/fevo.2017.00063,"Washington, D.C.",United States,2011,aves,passeriformes,Turdus migratorius,comparative,functional,habitat suitability,1.5,resistance,green,R,occurrence,site survey,pearson,NA,-0.15,NA,NA,NA,NA,NA,NA,NA,103,sites - sampled,correlation coefficient calculated from means and 95%CI from figure 3.,-0.15114043593646684,0.01,full
Evans_2017_42,42,178,Dispersal in the Urban Matrix: Assessing the Influence of Landscape Permeability on the Settlement Patterns of Breeding Songbirds,Evans,2017,journalarticle,Frontiers in Ecology and Evolution,10.3389/fevo.2017.00063,"Washington, D.C.",United States,2011,aves,passeriformes,Dumetella carolinensis,comparative,functional,current flow,1.5,resistance,green,gDistance,occurrence,site survey,pearson,NA,0.26,NA,NA,NA,NA,NA,NA,NA,103,sites - sampled,correlation coefficient calculated from means and 95%CI from figure 3.,0.2661084068736541,0.01,full
Evans_2017_42,42,179,Dispersal in the Urban Matrix: Assessing the Influence of Landscape Permeability on the Settlement Patterns of Breeding Songbirds,Evans,2017,journalarticle,Frontiers in Ecology and Evolution,10.3389/fevo.2017.00063,"Washington, D.C.",United States,2011,aves,passeriformes,Dumetella carolinensis,comparative,functional,habitat suitability,1.5,resistance,green,R,occurrence,site survey,pearson,NA,0.08,NA,NA,NA,NA,NA,NA,NA,103,sites - sampled,correlation coefficient calculated from means and 95%CI from figure 3.,0.08017132503758968,0.01,full
Evans_2017_42,42,180,Dispersal in the Urban Matrix: Assessing the Influence of Landscape Permeability on the Settlement Patterns of Breeding Songbirds,Evans,2017,journalarticle,Frontiers in Ecology and Evolution,10.3389/fevo.2017.00063,"Washington, D.C.",United States,2011,aves,passeriformes,Passer domesticus,comparative,functional,current flow,1.5,resistance,green,gDistance,occurrence,site survey,pearson,NA,0.12,NA,NA,NA,NA,NA,NA,NA,103,sites - sampled,correlation coefficient calculated from means and 95%CI from figure 3.,0.12058102840844402,0.01,full
Evans_2017_42,42,181,Dispersal in the Urban Matrix: Assessing the Influence of Landscape Permeability on the Settlement Patterns of Breeding Songbirds,Evans,2017,journalarticle,Frontiers in Ecology and Evolution,10.3389/fevo.2017.00063,"Washington, D.C.",United States,2011,aves,passeriformes,Passer domesticus,comparative,functional,habitat suitability,1.5,resistance,green,R,occurrence,site survey,pearson,NA,0.06,NA,NA,NA,NA,NA,NA,NA,103,sites - sampled,correlation coefficient calculated from means and 95%CI from figure 3.,0.06007215592103162,0.01,full
