STUDY_ID,REVIEWERS,INCLUDE,label,author,year,title_upd,journal,source,start_page,abstract,doi_upd,url_upd,volume,num_authors,title_prv,doi_prv,url_prv
483,drew_08,REVIEW,Tindale_et_al_2020_Biorxiv,"Tindale, Sophie J. and Elliott, John and Elings, Marjolein and Gallardo-Cobos, Rosa and Hunter, Erik and Lieberherr, Eva and Miškolci, Simona and Price, Paul Newell and Quatrini, Simone and Sánchez-Zamora, Pedro and Schlueter, Hannah and Frewer, Lynn J.",2020,"A systematic review of European farmer and non-farmer attitudes towards landscapes, ecosystem services, and agricultural management practices: Implications for permanent grassland management",Biorxiv,"pastsearch, biorxiv",2020.06.12.148585,"Permanent grassland (PG) is an important agricultural land use for the delivery of multiple ecosystem services (ES), including carbon sequestration, water quality protection, food production, habitat provision, and cultural activities. However, PG environments are threatened by sub-optimal management, cultivation, and abandonment that are influenced by context, land manager’s attitudes and societal demand for ES. Therefore, the perceptions and attitudes of key decision-makers (farmers) and other stakeholders (non-farmers, including citizens and consumers of the products of permanent grasslands, and ES) need to be understood to ensure the sustainability of PGs and the ES they provide. A systematic review of the literature identified 135 scholarly articles. Application of thematic analysis, allowed the organization, and synthesis of current research related to (different) stakeholder attitudes, and how these influence PG management and the delivery of ES. The results suggest that different stakeholders hold different views towards permanent grassland, with farmers in particular having to balance economic with other (potentially conflicting) drivers. The types of knowledge held by different groups of stakeholders, access to sources of information, as well as the influence of knowledge on behaviour; and environmental values (for example in relation to aesthetics or conservation of biodiversity) explained why certain motivations for attitudes and behaviours are held. A major gap, however, was identified in relation to PG as opposed to other types of landscape.",10.1101/2020.06.12.148585,http://biorxiv.org/content/early/2020/06/12/2020.06.12.148585.abstract,NA,12,"a systematic review of european farmer and non-farmer attitudes towards landscapes, ecosystem services, and agricultural management practices: implications for permanent grassland management",10.1101/2020.06.12.148585,http://biorxiv.org/content/early/2020/06/12/2020.06.12.148585.abstract
531,drew_08,REVIEW,Nakazawa Ueji_2009_ProquestDissertationsandTheses,"Nakazawa Ueji, Yoshinori Jorge",2009,"Environmental granularity, rivers and climate history as shaping factors for species' distribution and diversity patterns",Proquest Dissertations and Theses,"pastsearch, proquest",NA,"Several mechanisms are involved in shaping species' distributions, such as abiotic parameters of climate and substrate; biotic interactions with competitors, predators, and mutualists; and geographic considerations that constrain dispersal. Janzen, in 1967, proposed that mountain passes are effectively higher in the Tropics than in temperate areas in terms of their effectiveness in limiting dispersal, creating greater opportunity for isolation of populations, and differentiation into new species. Here, I analyze quantitatively predictions derived from Janzen's theory via 1000 virtual species across South America covering all major environments on the continent, taking into account effects of environmental contiguity and connectivity, effects of seasonality, and presence of known biogeographic barriers (rivers, principally). Virtual species' distributions were obtained by calculating Euclidean distances in ecological space to 1000 seed points, and applying different thresholds of ecological similarity within which the species is allowed to disperse into adjacent pixels. Distributional areas were measured taking into account only mean environmental similarity across the year, and considering the effects of seasonality and known geographic barriers. The results illuminate the situation: distributional areas are smaller in temperate areas when only mean similarity is considered (contra Janzen), but the pattern reverses when seasonality and barriers are considered, confirming and clarifying Janzen's ideas regarding generation of greater biological diversity in tropical areas as compared with temperate areas. Keywords: landscape subdivision, species' distributions, biogeography, virtual species",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/304916460?accountid=9894&bdid=29285&_bd=TjNE4CtD%2B%2F0kdIv0fmzBRHHiQt4%3D,NA,1,"environmental granularity, rivers and climate history as shaping factors for species' distribution and diversity patterns",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/304916460?accountid=9894&bdid=29285&_bd=TjNE4CtD%2B%2F0kdIv0fmzBRHHiQt4%3D
541,drew_08,REVIEW,McElwee_2005_ProquestDissertationsandTheses,"McElwee, Lauren Rachelle",2005,"A Modeling Approach to Wildlife Corridor Creation: An Assessment Using ArcGIS and the San Joaquin Kit Fox in San Luis Obispo County, California, USA Project",Proquest Dissertations and Theses,"pastsearch, proquest",NA,"This study is a presentation of a corridor methodology and a proposed wildlife corridor between the Carrizo Plain and Camp Roberts in San Luis Obispo County, California, USA, using the federally and state listed San Joaquin Kit Fox as an umbrella species for corridor delineation. Since the Kit Fox has such a wide range, it is thought that many other federally and state listed species will be protected. Historic evidence has shown Kit Fox migration between these two core habitat areas. To keep the areas from becoming isolated patches of habitat, which inhibits genetic diversity and ultimately species survival, a corridor was proposed. ArcGIS was utilized to assess the viability and location of a potential wildlife corridor. Functions such as weighted overlays and neighborhoods were used to score and therefore indicate the best habitat area, the location of the corridor, highest development pressure areas, and priority sites for conservation. Further, a discussion on conservation tools is included to set up a “toolbox"" for protecting the corridor.Using the two ArcGIS algebraic functions, a corridor location in the eastern portion of the County was identified, which splits in two and reconstitutes in the northern part of the county. Upon corridor identification, development pressure was analyzed by the use of a weighted overlay and revealed high development pressure along the route 46 highway, which bisects the proposed wildlife corridor. Priority areas were determined by overlaying habitat values with development pressure values to determine the best habitat areas under the greatest development pressure. Those areas within the identified corridor under the highest development pressure were considered high priority sites. Conclusions were that antiquated subdivisions located directly in the path of the corridor need further study to determine their ultimate effect on the corridor; 46 highway is a high development area and those areas of the corridor which are crossed by 46 are in need of immediate attention for conservation; ground-truthing needs to be done to verify findings; and that a combination of conservation tools will be needed to effectively protect the wildlife corridor identified.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2691814117?accountid=9894&bdid=29285&_bd=%2F1InW5%2BlTjuw3q8A03HhIOl20m4%3D,NA,1,"a modeling approach to wildlife corridor creation: an assessment using arcgis and the san joaquin kit fox in san luis obispo county, california, usa project",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2691814117?accountid=9894&bdid=29285&_bd=%2F1InW5%2BlTjuw3q8A03HhIOl20m4%3D
563,drew_08,REVIEW,Menke_et_al_2011_UrbanEcosystems,"Menke, Sean B and Guénard, Benoit and Sexton, Joseph O and Weiser, Michael D and Dunn, Robert R and Silverman, Jules",2011,"Urban areas may serve as habitat and corridors for dry-adapted, heat tolerant species; an example from ants",Urban Ecosystems,pastsearch,135,"We collected ants from six urban and one forest land-use types in Raleigh, NC to examine the effects of urbanization on species richness and assemblage composition. Since urban areas are warmer (i.e., heat island effect) we also tested if cities were inhabited by species from warmer/drier environments. Species richness was lower in industrial areas relative to other urban and natural environments. There are two distinct ant assemblages; 1) areas with thick canopy cover, and 2) more disturbed open urban areas. Native ant assemblages in open environments have more southwestern (i.e., warmer/drier) distributions than forest assemblages. High native species richness suggests that urban environments may allow species to persist that are disappearing from natural habitat fragments. The subset of species adapted to warmer/drier environments indicates that urban areas may facilitate the movement of some species. This suggests that urban adapted ants may be particularly successful at tracking future climate change. [PUBLICATION ABSTRACT]",10/bzhzk8,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/862429691?accountid=9894&bdid=29285&_bd=tDQpl8u4O3sh6wUErmnhYEdPQ7E%3D,14,6,"urban areas may serve as habitat and corridors for dry-adapted, heat tolerant species; an example from ants",10/bzhzk8,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/862429691?accountid=9894&bdid=29285&_bd=tDQpl8u4O3sh6wUErmnhYEdPQ7E%3D
567,drew_08,REVIEW,Gonsalves_2016_ProquestDissertationsandTheses,"Gonsalves, Sydney Marie",2016,Green Roofs and Urban Biodiversity: Their Role as Invertebrate Habitat and the Effect of Design on Beetle Community,Proquest Dissertations and Theses,"pastsearch, proquest",NA,"With over half the world’s population now living in cities, urban areas represent one of earth’s few ecosystems that are increasing in extent, and are sites of altered biogeochemical cycles, habitat fragmentation, and changes in biodiversity. However, urban green spaces, including green roofs, can also provide important pools of biodiversity and contribute to regional gamma diversity, while novel species assemblages can enhance some ecosystem services. Green roofs may also mitigate species loss in urban areas and have been shown to support a surprising diversity of invertebrates, including rare and endangered species. In the first part of this study I reviewed the literature on urban invertebrate communities and diversity to better understand the role of green roofs in providing habitat in the context of the larger urban mosaic. My review concluded that, while other factors such as surrounding land use and connectivity are also important to specific invertebrate taxa, local habitat variables contribute substantially to the structure and diversity of urban invertebrate communities. The importance of local habitat variables in urban green spaces and strong support for the habitat complexity hypothesis in a number of other ecosystems has led to proposals that “biodiverse” roofs—those intentionally designed with varied substrate depth, greater plant diversity, or added elements such as logs or stones—would support greater invertebrate diversity, but there is currently limited peer reviewed data to support this. In order to address the habitat complexity hypothesis in the context of green roofs, in the second part of this study I surveyed three roofs designed primarily for stormwater management, three biodiverse roofs, and five ground-level green spaces, from March until September of 2014 in the Portland metropolitan area. Beetles (Coleoptera) were sampled bi-weekly as representatives of total species diversity. Biodiverse roofs had greater richness, abundance, and diversity of beetle species compared to stormwater roofs, but were not more diverse than ground sites. Both biodiverse roofs and ground sites had approximately 20% native beetle species while stormwater roofs had only 5%. Functional diversity was also higher on biodiverse roofs with an average of seven trophic groups represented, while stormwater roofs averaged only three. Ground sites, biodiverse roofs, and stormwater roofs each grouped distinctively in terms of beetle community composition and biodiverse roof communities were found to be positively correlated with roof age, percent plant cover, average plant height, and plant species richness. These results support the findings of previous studies on the importance of local variables in structuring urban invertebrate communities and suggest that biodiverse design can reliably increase greenroof diversity, with the caution that they remain no replacement for ground level conservation.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1811448434?accountid=9894&bdid=29285&_bd=uInD2A3Wew964h1nRbe6qVFaBqM%3D,NA,1,green roofs and urban biodiversity: their role as invertebrate habitat and the effect of design on beetle community,NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1811448434?accountid=9894&bdid=29285&_bd=uInD2A3Wew964h1nRbe6qVFaBqM%3D
574,drew_08,REVIEW,Lombardi_2014_ProquestDissertationsandTheses,"Lombardi, Jason Vincent",2014,Ecology of mesopredators within an urban area in east Texas,Proquest Dissertations and Theses,"pastsearch, proquest",NA,"As urbanization is increasingly becoming more commonplace across the country, the effect of urban landscape features on wildlife species is becoming more important. Unlike large predators, mesopredators are expanding their geographic range and are readily adapting to living in and around urbanized areas. Even though urban mesopredator research has steadily been growing over the last 45 years, the majority of this has taken place in large metropolitan areas in the Midwest, Pacific and Northeastern regions. Research in the southeastern US, especially Texas and within small, urbanized areas is surprisingly lacking. In eastern Texas, mesopredators commonly found in urban areas include coyotes (Canis latrans), red foxes (Vulpes vulpes), gray foxes (Urocyon cinereoargenteus), bobcats ( Lynx rufus), Virginia opossums (Didelphis virginiana), raccoons (Procyon lotor) and striped skunk (Mephitis mephitis). As more natural habitats are developed, it is important to identify variables likely to influence the density, occurrence and detectability of these species in order to establish sound management strategies to mitigate potential human-wildlife interactions. A mark-recapture study was conducted to: 1) Determine if density, occurrence and detectability of coyotes, red foxes, gray foxes, bobcats, raccoons, Virginia opossums and striped skunks vary in predictable ways in response to urban landscape features, and 2) identify hot spots of high potential human-mesopredator contact.I utilized motion-activated cameras during summer 2013 and winter 2014 to determine how coyotes, bobcats, and red and gray fox respond to urban landscape features in the city of Nacogdoches and immediately surrounding areas. The mesocarnivore community in the study area was affected by a variety of urban landscape features and their presence, density, and detectability shifted seasonally, but was similar to studies conducted in larger urban areas in North America. Coyote and bobcat presence and detectability both differed seasonally and were primarily associated with natural cover. Gray fox presence was affected by low density of buildings, whereas red fox densities increased as distance to buildings and distance to urban edge decreased. Low density residential zones adjacent to large forested patches such as the southeastern and northeastern extremes of the study area may have the greatest potential for human contact with coyotes, bobcats, red and gray foxes.For raccoons, Virginia opossums and striped skunks I conducted a live mark-recapture study during late August – early September 2013 and early – late January 2014 in both suburban (summer 1.76 km2; winter 1.23 km2) and urban (winter 1.37 km2) areas within the city of Nacogdoches, Texas. Densities of raccoons within urban habitat ranged from 7.0 – 59.0 / km2, ( x¯ = 18.8 ± 6.4 / km2), which is consistent with previous research, whereas I report the first density estimate of opossums in an urbanized area during the summer (4.8 ± 1.9 / km2) and winter (13.1 ± 7.5 / km2). At the urban site, raccoon density, presence and hot spots were tied to areas of greater road density with small forested patches and subsequent greater human presence whereas opossum occurrence and hot spots were tied to close proximity to water. At the suburban site, presence and detectability of opossums and raccoons was associated with proximity to water and near small forested patches.This research indicates that the mesopredator community does in fact vary in their density and occurrence within the city of Nacogdoches. Nacogdoches has one of the greatest densities (x¯ = 227 ± 0.46 ind/km2) of coyotes reported in the literature in both urban and nonurban areas. Densities of red fox (1.19 ind/km2), bobcats (x¯ = 0.57 ± 0.32 ind/km2) and raccoons (x¯ = 18.8 ± 6.4 / km2), were consistent with values reported for urban populations, while I also report the first population densities of Virginia opossum (4.8 – 13.1 ind/km 2) and gray fox (x¯ = 0.36 ± 0.19 ind/km 2) living within a small urban area.The ability to see how the densities of certain species changes throughout the landscape will help biologists, city officials and wildlife managers make important decisions regarding educating the public and reducing human – mesopredator contact and zoonotic disease transmission. The remarkable variability of these species to urban landscape features is a testament to their remarkable and seamless adaptability. However, I see the need to preserve or construct wildlife corridors within and/or on the edges of urbanized areas to facilitate the movements of mesopredators away from residential areas and possible human interaction. Although I provide new insights in the urban ecology to all of the focal species, there is still a lot to be learned in urban areas such as gray fox and opossum urban ecology.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1664100185?accountid=9894&bdid=29285&_bd=vqiiMRBXn3JPOh4Bn4yu99rsM10%3D,NA,1,ecology of mesopredators within an urban area in east texas,NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1664100185?accountid=9894&bdid=29285&_bd=vqiiMRBXn3JPOh4Bn4yu99rsM10%3D
595,drew_08,REVIEW,De Lotto_et_al_2017_InternationalJournalofSustaina,"De Lotto, R and ESOPI, G and Sturla, S",2017,Sustainable policies to improve urban ecosystem resilience,International Journal of Sustainable Development and Planning,"pastsearch, scopus",780,"In the contemporary debate about key issues of urban science (sustainability, environment, governance, etc.) resilience has a fundamental role. It is defined as the ability of a complex system to cope with external stresses through adaptation and mutation strategies and to return to an equilibrium state (not necessarily equal to the original one). In particular, ecosystem resilience is based on the concepts of diversity (biodiversity), redundancy (ecological variability), cycles of adaptation (multiple equilibrium states), and interaction between spatial scales (hierarchy) and temporal (activation of different times responses). In an urban context with high soil sealing, such as historical centers, it is essential to find new methods and application techniques that will be able to integrate the use of natural solutions with artificial ones and increasing ecosystem resilience and urban ecological quality. In fact, in these contexts, the percentage of permeable and green public areas available is not capable of performing ecosystem functions: so, it is necessary to act on private property through green punctual interventions (such as green roofs and walls), that may become fundamental elements of the municipal ecological network. In fact, these actions bring benefits from several points of view (environmental, economic, building comfort, etc.) The aim of the paper is to study the relationship between technical aspects and urban policies, and, in particular, to resolve the main question: how to encourage private owners to invest in green interventions for improving buildings’ efficiency and environmental quality? In this process it is important to define sustainable policies acting on private property that consider both individual and global interests. Further, the article focuses on different case studies and examples taken from the United States with the objective to define similar policies in the Italian context.",10/gn8f2g,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2254636514?accountid=9894&bdid=29285&_bd=L5pFM824orzaSR3b4fRDDjz31Uc%3D,12,3,sustainable policies to improve urban ecosystem resilience,10/gn8f2g,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2254636514?accountid=9894&bdid=29285&_bd=L5pFM824orzaSR3b4fRDDjz31Uc%3D
619,drew_08,REVIEW,Brandon_2014_ProquestDissertationsandTheses,"Brandon, Tess B.",2014,Maximizing ecological and social benefits of habitat restoration in the Lower Duwamish River: A spatial framework for site selection,Proquest Dissertations and Theses,"pastsearch, proquest",NA,"The Lower Duwamish River (LDR) estuary is an 11-mile stretch of river that contains the core of industrial activity in the Seattle area. As the city's only river, the LDR also provides important habitat for many of the region's valued fish and wildlife species. However, its long history of urban development and industrial activity has polluted and degraded the river, and significant habitat restoration is now required under federal and state law. Given the highly developed urban industrial setting of the LDR, habitat restoration projects tend to be small and opportunistic, with limited ecological value. At the same time, the LDR is home to several underserved urban neighborhoods, and restoration projects have the potential to bring significant social value to these communities. Maximizing this potential value together with ecological value requires a more strategic approach to restoration. Through a review of local and regional planning documents, I developed a list of community-defined characteristics that contribute to a restoration project's potential ecological and social value in the LDR. I then used these characteristics to explore the spatial distribution of potential restoration value in the river, creating a series of heat maps of potential value for each characteristic, and for overall potential ecological and social value. I developed six ecological metrics and eight social metrics, which I calculated for 511 waterfront parcels in the LDR. Results show more variability with positive skewness in the ecological index, and a more normal distribution with higher average values in the social index. Spatial analysis revealed higher ecological value in the northern, industrial section of the LDR, with particular dependence on the existing habitat network. Social value was higher in the southern section and as the river passes through residential neighborhoods. These results can inform site selection for future restoration projects in the LDR. Methodologies and results for individual metrics can be used to address project-specific objectives, while use of the complete collection can inform those restoration projects that seek to maximize overall ecological and social benefits in the LDR.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1621408750?accountid=9894&bdid=29285&_bd=XefCuwWit%2B%2Fe6gw1WsObExEFiiw%3D,NA,1,maximizing ecological and social benefits of habitat restoration in the lower duwamish river: a spatial framework for site selection,NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1621408750?accountid=9894&bdid=29285&_bd=XefCuwWit%2B%2Fe6gw1WsObExEFiiw%3D
624,drew_08,REVIEW,Alberti_2004_UrbanEcosystems,"Alberti, Marina and Marzluff, John M",2004,Ecological resilience in urban ecosystems: Linking urban patterns to human and ecological functions,Urban Ecosystems,pastsearch,241,"Issue Title: Special Issue: Collaborative Landscape-Scale Ecological Research: Emerging Trends in Urban and Regional EcologyUrban ecosystems evolve over time and space as the outcome of dynamic interactions between socio-economic and biophysical processes operating over multiple scales. The ecological resilience of urban ecosystems--the degree to which they tolerate alteration before reorganizing around a new set of structures and processes--is influenced by these interactions. In cities and urbanizing areas fragmentation of natural habitats, simplification and homogenization of species composition, disruption of hydrological systems, and alteration of energy flow and nutrient cycling reduce cross-scale resilience, leaving systems increasingly vulnerable to shifts in system control and structure. Because varied urban development patterns affect the amount and interspersion of built and natural land cover, as well as the human demands on ecosystems differently, we argue that alternative urban patterns (i.e., urban form, land use distribution, and connectivity) generate varied effects on ecosystem dynamics and their ecological resilience. We build on urban economics, landscape ecology, population dynamics, and complex system science to propose a conceptual model and a set of hypotheses that explicitly link urban pattern to human and ecosystem functions in urban ecosystems. Drawing on preliminary results from an empirical study of the relationships between urban pattern and bird and aquatic macroinvertebrate diversity in the Puget Sound region, we propose that resilience in urban ecosystems is a function of the patterns of human activities and natural habitats that control and are controlled by both socio-economic and biophysical processes operating at various scales. We discuss the implications of this conceptual model for urban planning and design.[PUBLICATION ABSTRACT]",10/bb6zd3,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/758398490?accountid=9894&bdid=29285&_bd=V99itsZATEr0d7aKO74sDJ2XVHg%3D,7,2,ecological resilience in urban ecosystems: linking urban patterns to human and ecological functions,10/bb6zd3,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/758398490?accountid=9894&bdid=29285&_bd=V99itsZATEr0d7aKO74sDJ2XVHg%3D
639,drew_08,REVIEW,Cunningham_2019_Forests,"Cunningham, Daniel and Cunningham, Paul",2019,Identifying Biases in Global Tree Cover Products: A Case Study in Costa Rica,Forests,pastsearch,853,"Global tree cover products are widely used in analyses of deforestation, fragmentation, and connectivity, but are rarely critically assessed. Inaccuracies in these products could have consequences for future decision making, especially in data-poor regions like the tropics. In this study, potential biases in global and regional tree cover products were assessed across a diverse tropical country, Costa Rica. Two global tree cover products and one regional national forest cover map were evaluated along biophysical gradients in elevation, precipitation, and agricultural land cover. To quantify product accuracy and bias, freely available high-resolution imagery was used to validate tree and land cover across these gradients. Although the regional forest cover map was comparable in accuracy to a widely-used global forest map (the Global Forest Change of Hansen et al., also known as the GFC), another global forest map (derived from a cropland dataset) had the highest accuracy. Both global and regional forest cover products showed small to severe biases along biophysical gradients. Unlike the regional map, the global GFC map strongly underestimated tree cover (>10% difference) below 189 mm of precipitation and at elevations above 2000 m, with a larger bias for precipitation. All map products misclassified agricultural fields as forest, but the GFC product particularly misclassified row crops and perennial erect crops (banana, oil palm, and coffee), with maximum tree cover in agricultural fields of 89%–100% across all crops. Our analysis calls into further question the utility of the GFC product for global forest monitoring outside humid regions, indicating that, in tropical regions, the GFC product is most accurate in areas with high, aseasonal rainfall, low relief, and low cropland area. Given that forest product errors are spatially distributed along biophysical gradients, researchers should account for these spatial biases when attempting to analyze or generate forest map products.",10/gh3cwh,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2548517460?accountid=9894&bdid=29285&_bd=8E5wHklF8FK20K1Q9LiTo4YCojM%3D,10,2,identifying biases in global tree cover products: a case study in costa rica,10/gh3cwh,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2548517460?accountid=9894&bdid=29285&_bd=8E5wHklF8FK20K1Q9LiTo4YCojM%3D
652,drew_08,REVIEW,Brom_et_al_2022_Peerj,"Brom, Peta and Underhill, Les G and Winter, Kevin",2022,A review of the opportunities to support pollinator populations in South African cities,Peerj,pastsearch,n/a,"Globally insects are declining, but some guilds of pollinators are finding refuge in urban landscapes. The body of knowledge on urban pollinators is relatively mature, which means it is now possible to begin to make generalization. Unfortunately, studies do not represent climatic regions evenly and there is a gap in research from the African continent. This study aimed to address some of the gaps on urban pollination knowledge in South Africa and to identify opportunities to improve urban habitats for pollinators. We reviewed the international literature on urban pollinators and the South African literature on pollinators with a landscape ecology focus, drawing on literature with an emphasis on agricultural and ecosystem services. The findings show that some taxa (e.g. large-bodied, cavity nesting bees) will exploit urban environments increasing in abundance with urban intensity. Moderately sensitive taxa (such as small-bodied, ground-nesting bees) take advantage of urban environments only if local habitats are supportive of their needs for resource provision and habitat connectivity. The South African urban poor rely on pollination services for subsistence agriculture and the reproduction of wild-foraged medicines and food. Potential interventions to improve habitat quality include strategic mowing practices, conversion of turf-grass to floral rich habitats, scientific confirmation of lists of highly attractive flowers, and inclusion of small-scale flower patches throughout the urban matrix. Further research is needed to fill the Africa gap for both specialized and generalized pollinators (Diptera, Halictids, Lepidoptera and Hopliini) in urban areas where ornamental and indigenous flowering plants are valued.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2638167077?accountid=9894&bdid=29285&_bd=YXtfw0w6kda4ebt0HzFOZRBbJZE%3D,NA,3,a review of the opportunities to support pollinator populations in south african cities,10.7717/peerj.12788,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126569300&doi=10.7717%2fpeerj.12788&partnerID=40&md5=12924137e5db39af5ecb9f36b81a868f
652,drew_08,REVIEW,Brom_et_al_2022_Peerj,"Brom, Peta and Underhill, Les G and Winter, Kevin",2022,A review of the opportunities to support pollinator populations in South African cities,Peerj,pastsearch,n/a,"Globally insects are declining, but some guilds of pollinators are finding refuge in urban landscapes. The body of knowledge on urban pollinators is relatively mature, which means it is now possible to begin to make generalization. Unfortunately, studies do not represent climatic regions evenly and there is a gap in research from the African continent. This study aimed to address some of the gaps on urban pollination knowledge in South Africa and to identify opportunities to improve urban habitats for pollinators. We reviewed the international literature on urban pollinators and the South African literature on pollinators with a landscape ecology focus, drawing on literature with an emphasis on agricultural and ecosystem services. The findings show that some taxa (e.g. large-bodied, cavity nesting bees) will exploit urban environments increasing in abundance with urban intensity. Moderately sensitive taxa (such as small-bodied, ground-nesting bees) take advantage of urban environments only if local habitats are supportive of their needs for resource provision and habitat connectivity. The South African urban poor rely on pollination services for subsistence agriculture and the reproduction of wild-foraged medicines and food. Potential interventions to improve habitat quality include strategic mowing practices, conversion of turf-grass to floral rich habitats, scientific confirmation of lists of highly attractive flowers, and inclusion of small-scale flower patches throughout the urban matrix. Further research is needed to fill the Africa gap for both specialized and generalized pollinators (Diptera, Halictids, Lepidoptera and Hopliini) in urban areas where ornamental and indigenous flowering plants are valued.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2638167077?accountid=9894&bdid=29285&_bd=YXtfw0w6kda4ebt0HzFOZRBbJZE%3D,NA,3,a review of the opportunities to support pollinator populations in south african cities,10.7717/peerj.12788,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126569300&doi=10.7717%2fpeerj.12788&partnerID=40&md5=12924137e5db39af5ecb9f36b81a868f
652,drew_08,REVIEW,Brom_et_al_2022_Peerj,"Brom, Peta and Underhill, Les G and Winter, Kevin",2022,A review of the opportunities to support pollinator populations in South African cities,Peerj,pastsearch,n/a,"Globally insects are declining, but some guilds of pollinators are finding refuge in urban landscapes. The body of knowledge on urban pollinators is relatively mature, which means it is now possible to begin to make generalization. Unfortunately, studies do not represent climatic regions evenly and there is a gap in research from the African continent. This study aimed to address some of the gaps on urban pollination knowledge in South Africa and to identify opportunities to improve urban habitats for pollinators. We reviewed the international literature on urban pollinators and the South African literature on pollinators with a landscape ecology focus, drawing on literature with an emphasis on agricultural and ecosystem services. The findings show that some taxa (e.g. large-bodied, cavity nesting bees) will exploit urban environments increasing in abundance with urban intensity. Moderately sensitive taxa (such as small-bodied, ground-nesting bees) take advantage of urban environments only if local habitats are supportive of their needs for resource provision and habitat connectivity. The South African urban poor rely on pollination services for subsistence agriculture and the reproduction of wild-foraged medicines and food. Potential interventions to improve habitat quality include strategic mowing practices, conversion of turf-grass to floral rich habitats, scientific confirmation of lists of highly attractive flowers, and inclusion of small-scale flower patches throughout the urban matrix. Further research is needed to fill the Africa gap for both specialized and generalized pollinators (Diptera, Halictids, Lepidoptera and Hopliini) in urban areas where ornamental and indigenous flowering plants are valued.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2638167077?accountid=9894&bdid=29285&_bd=YXtfw0w6kda4ebt0HzFOZRBbJZE%3D,NA,3,a review of the opportunities to support pollinator populations in south african cities,NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2638167077?accountid=9894&bdid=29285&_bd=YXtfw0w6kda4ebt0HzFOZRBbJZE%3D
652,drew_08,REVIEW,Brom_et_al_2022_Peerj,"Brom, Peta and Underhill, Les G and Winter, Kevin",2022,A review of the opportunities to support pollinator populations in South African cities,Peerj,pastsearch,n/a,"Globally insects are declining, but some guilds of pollinators are finding refuge in urban landscapes. The body of knowledge on urban pollinators is relatively mature, which means it is now possible to begin to make generalization. Unfortunately, studies do not represent climatic regions evenly and there is a gap in research from the African continent. This study aimed to address some of the gaps on urban pollination knowledge in South Africa and to identify opportunities to improve urban habitats for pollinators. We reviewed the international literature on urban pollinators and the South African literature on pollinators with a landscape ecology focus, drawing on literature with an emphasis on agricultural and ecosystem services. The findings show that some taxa (e.g. large-bodied, cavity nesting bees) will exploit urban environments increasing in abundance with urban intensity. Moderately sensitive taxa (such as small-bodied, ground-nesting bees) take advantage of urban environments only if local habitats are supportive of their needs for resource provision and habitat connectivity. The South African urban poor rely on pollination services for subsistence agriculture and the reproduction of wild-foraged medicines and food. Potential interventions to improve habitat quality include strategic mowing practices, conversion of turf-grass to floral rich habitats, scientific confirmation of lists of highly attractive flowers, and inclusion of small-scale flower patches throughout the urban matrix. Further research is needed to fill the Africa gap for both specialized and generalized pollinators (Diptera, Halictids, Lepidoptera and Hopliini) in urban areas where ornamental and indigenous flowering plants are valued.",NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2638167077?accountid=9894&bdid=29285&_bd=YXtfw0w6kda4ebt0HzFOZRBbJZE%3D,NA,3,a review of the opportunities to support pollinator populations in south african cities,NA,https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2638167077?accountid=9894&bdid=29285&_bd=YXtfw0w6kda4ebt0HzFOZRBbJZE%3D
